id,stage_name,full_name,korean_name,k_stage_name,date_of_birth,group,debut,company,country,second_country,height,weight,birthplace,other_group,former_group,gender,birth_year,debut_year,debut_age
1396,Jihyo,Lee Jihyo,이지효,지효,2001-04-22,PRECIOUS,2020-09-23,Umi,South Korea,N/A,166.0,49.0,Gyeonggi,N/A,N/A,F,2001.0,2020.0,19.0
1397,Lee Soo,Jin Isoo,진이수,이수,2001-06-27,PRECIOUS,2020-09-23,Umi,South Korea,N/A,163.0,47.0,Incheon,N/A,N/A,F,2001.0,2020.0,19.0
1398,Hyunjoo,Lee Hyunjoo,이현주,현주,1998-02-05,UNI.T,2018-05-18,Unit Culture,South Korea,N/A,N/A,N/A,Seoul,N/A,APRIL,F,1998.0,2018.0,20.0
1399,Jiwon,Yang Jiwon,양지원,지원,1988-04-05,UNI.T,2018-05-18,Unit Culture,South Korea,N/A,N/A,N/A,Seoul,SPICA-S,SPICA,F,1988.0,2018.0,30.0
1400,NC.A,Im Soeun,임소은,앤씨아,1996-10-07,UNI.T,2018-05-18,Unit Culture,South Korea,N/A,N/A,N/A,Osan,N/A,N/A,F,1996.0,2018.0,22.0
1401,Suji,Lee Suji,이수지,수지,1998-03-20,UNI.T,2018-05-18,Unit Culture,South Korea,N/A,N/A,N/A,Busan,N/A,The Ark,F,1998.0,2018.0,20.0
1402,Yoonjo,Shin Yoonjo,신윤조,윤조,1992-12-14,UNI.T,2018-05-18,Unit Culture,South Korea,N/A,N/A,N/A,Seoul,N/A,Hello Venus,F,1992.0,2018.0,26.0
1403,Boeun,Park Boeun,박보은,보은,2008-02-11,CLASS:y,2022-05-05,Universal,South Korea,N/A,155.0,N/A,N/A,N/A,N/A,F,2008.0,2022.0,14.0
1404,Chaewon,Yoon Chaewon,윤채원,채원,2003-06-04,CLASS:y,2022-05-05,Universal,South Korea,N/A,163.0,N/A,N/A,N/A,N/A,F,2003.0,2022.0,19.0
1405,Hyeju,Hong Hyeju,홍혜주,혜주,2003-12-09,CLASS:y,2022-05-05,Universal,South Korea,N/A,166.0,N/A,Seoul,N/A,N/A,F,2003.0,2022.0,19.0
1406,Hyungseo,Myeong Hyeongseo,명형서,형서,2001-06-25,CLASS:y,2022-05-05,Universal,South Korea,N/A,160.0,44.0,N/A,N/A,Busters,F,2001.0,2022.0,21.0
1407,Jimin,Won Jimin,원지민,지민,2007-11-25,CLASS:y,2022-05-05,Universal,South Korea,N/A,171.0,N/A,N/A,N/A,N/A,F,2007.0,2022.0,15.0
1408,Riwon,Kim Riwon,김리원,리원,2007-01-11,CLASS:y,2022-05-05,Universal,South Korea,N/A,156.0,N/A,N/A,N/A,N/A,F,2007.0,2022.0,15.0
1409,Seonyu,Kim Seonyu,김선유,선유,2008-03-20,CLASS:y,2022-05-05,Universal,South Korea,N/A,159.0,N/A,N/A,N/A,N/A,F,2008.0,2022.0,14.0
1410,Denise,Kim Denise,김데니스,데니스,2001-01-11,SECRET NUMBER,2020-05-19,Vine,South Korea,USA,N/A,N/A,N/A,N/A,N/A,F,2001.0,2020.0,19.0
1411,Dita,Dita Karang,디타 가랑,디타,1996-12-25,SECRET NUMBER,2020-05-19,Vine,Indonesia,N/A,N/A,N/A,Yogyakarta,N/A,N/A,F,1996.0,2020.0,24.0
1412,Jinny,Park Jinhee,박진희,지니,1998-01-19,SECRET NUMBER,2020-05-19,Vine,South Korea,USA,N/A,N/A,California,N/A,N/A,F,1998.0,2020.0,22.0
1413,Lea,Ogawa Mizuki,오가와 미즈키,레아,1995-08-12,SECRET NUMBER,2020-05-19,Vine,Japan,N/A,169.0,N/A,Tokyo,N/A,Skarf,F,1995.0,2020.0,25.0
1414,Soodam,Lee Soodam,이수담,수담,1999-11-09,SECRET NUMBER,2020-05-19,Vine,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1999.0,2020.0,21.0
1415,Ahyoon,Choi Subin,최수빈,아윤,2004-10-23,BOTOPASS,2020-08-26,WKS ENE,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2004.0,2020.0,16.0
1416,Cui Xiang,Cui Xiang,최상,최상,1995-01-26,BOTOPASS,2020-08-26,WKS ENE,China,N/A,N/A,N/A,N/A,N/A,ILUV,F,1995.0,2020.0,25.0
1417,Harin,Seo Harin,서하린,하린,2000-12-07,BOTOPASS,2020-08-26,WKS ENE,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2020.0,20.0
1418,Jiwon,Park Jiwon,박지원,지원,1997-03-17,BOTOPASS,2020-08-26,WKS ENE,South Korea,N/A,165.0,45.0,N/A,N/A,ILUV,F,1997.0,2020.0,23.0
1419,Mihee,Lee Mihee,이미희,미희,2000-08-24,BOTOPASS,2020-08-26,WKS ENE,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2020.0,20.0
1420,Ria,Kuwayama Ria,쿠와야마 리아,리아,1998-02-03,BOTOPASS,2020-08-26,WKS ENE,Japan,N/A,N/A,N/A,N/A,N/A,N/A,F,1998.0,2020.0,22.0
1421,Seoyoon,Kim Suyoung,김수영,서윤,1995-01-26,BOTOPASS,2020-08-26,WKS ENE,South Korea,N/A,N/A,N/A,N/A,N/A,ILUV,F,1995.0,2020.0,25.0
1422,Shiho,Kwon Subin,권수빈,시호,2001-08-22,BOTOPASS,2020-08-26,WKS ENE,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2001.0,2020.0,19.0
1423,CNU,Shin Dongwoo,신동우,신우,1991-06-16,B1A4,2010-04-19,WM,South Korea,N/A,182.0,64.0,Seoul,N/A,N/A,M,1991.0,2010.0,19.0
1424,Gongchan,Gong Chansik,공찬식,공찬,1993-08-14,B1A4,2010-04-19,WM,South Korea,N/A,181.0,60.0,Suncheon,N/A,N/A,M,1993.0,2010.0,17.0
1425,Sandeul,Lee Junghwan,이정환,산들,1992-03-20,B1A4,2010-04-19,WM,South Korea,N/A,178.0,62.0,Busan,N/A,N/A,M,1992.0,2010.0,18.0
1426,E-tion,Lee Changyoon,이창윤,이션,1994-12-24,ONF,2017-08-02,WM,South Korea,N/A,N/A,N/A,Jeonju,N/A,N/A,M,1994.0,2017.0,23.0
1427,Hyojin,Kim Hyojin,김효진,효진,1994-04-22,ONF,2017-08-02,WM,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,1994.0,2017.0,23.0
1428,J-Us,Lee Seungjoon,이승준,제이어스,1995-01-13,ONF,2017-08-02,WM,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,1995.0,2017.0,22.0
1429,MK,Park Minkyun,박민균,엠케이,1995-11-16,ONF,2017-08-02,WM,South Korea,N/A,N/A,N/A,Ilsan,N/A,N/A,M,1995.0,2017.0,22.0
1430,U,Mizuguchi Yuto,미즈구치 유토,유,1999-03-16,ONF,2017-08-02,WM,Japan,N/A,N/A,N/A,Osaka,N/A,N/A,M,1999.0,2017.0,18.0
1431,Wyatt,Shim Jaeyoung,심재영,와이엇,1995-01-23,ONF,2017-08-02,WM,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,1995.0,2017.0,22.0
1432,Arin,Choi Yewon,최예원,아린,1999-06-18,Oh My Girl,2015-04-21,WM,South Korea,N/A,163.0,47.0,Busan,N/A,N/A,F,1999.0,2015.0,16.0
1433,Hyojung,Choi Hyojung,최효정,효정,1994-07-28,Oh My Girl,2015-04-21,WM,South Korea,N/A,160.0,46.0,Yangyang,N/A,N/A,F,1994.0,2015.0,21.0
1434,Mimi,Kim Mihyun,김미현,미미,1995-05-01,Oh My Girl,2015-04-21,WM,South Korea,N/A,163.0,50.0,Jeju,N/A,N/A,F,1995.0,2015.0,20.0
1435,Seunghee,Hyun Seunghee,현승희,승희,1996-01-25,Oh My Girl,2015-04-21,WM,South Korea,N/A,160.0,48.0,Chuncheon,N/A,N/A,F,1996.0,2015.0,19.0
1436,Yooa,Yoo Siah,유시아,유아,1995-09-17,Oh My Girl,2015-04-21,WM,South Korea,N/A,160.0,50.0,Seoul,N/A,N/A,F,1995.0,2015.0,20.0
1437,Yubin,Bae Yubin,배유빈,유빈,1997-09-09,Oh My Girl,2015-04-21,WM,South Korea,N/A,161.0,49.0,Chuncheon,N/A,N/A,F,1997.0,2015.0,18.0
1438,Dongkyu,Moon Dongkyu,문동규,동규,1992-11-16,Spectrum,2018-05-09,WYNN,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1992.0,2018.0,26.0
1439,Hwarang,Park Jonghan,박종찬,종찬,1995-12-05,Spectrum,2018-05-09,WYNN,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1995.0,2018.0,23.0
1440,Minjae,Jo Minjae,조민재,민재,1994-08-08,Spectrum,2018-05-09,WYNN,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1994.0,2018.0,24.0
1441,Bahiyyih,Huening Bahiyyih,휴닝바히에,바히에,2004-07-27,Kep1er,2022-03-01,WakeOne,USA,South Korea,166.0,N/A,N/A,N/A,N/A,F,2004.0,2022.0,18.0
1442,Chaehyun,Kim Chaehyun,김채현,채현,2002-04-26,Kep1er,2022-03-01,WakeOne,South Korea,N/A,160.0,N/A,N/A,N/A,N/A,F,2002.0,2022.0,20.0
1443,Dayeon,Kim Dayeon,김다연,다연,2003-03-02,Kep1er,2022-03-01,WakeOne,South Korea,N/A,158.0,N/A,N/A,N/A,N/A,F,2003.0,2022.0,19.0
1444,Hikaru,Ezaki Hikaru,에자키 히카루,히카루,2004-03-12,Kep1er,2022-03-01,WakeOne,Japan,N/A,155.0,N/A,N/A,N/A,N/A,F,2004.0,2022.0,18.0
1445,Mashiro,Sakamoto Mashiro,사카모토 마시로,마시로,1999-12-16,Kep1er,2022-03-01,WakeOne,Japan,N/A,157.0,N/A,N/A,N/A,N/A,F,1999.0,2022.0,23.0
1446,XiaoTing,Shen Xiao Ting,션샤오팅,샤오팅,1999-11-12,Kep1er,2022-03-01,WakeOne,China,N/A,168.0,N/A,N/A,N/A,N/A,F,1999.0,2022.0,23.0
1447,Yeseo,Kang Yeseo,강예서,예서,2005-08-22,Kep1er,2022-03-01,WakeOne,South Korea,N/A,157.0,N/A,N/A,N/A,Busters,F,2005.0,2022.0,17.0
1448,Youngeun,Seo Youngeun,서영은,영은,2004-12-27,Kep1er,2022-03-01,WakeOne,South Korea,N/A,159.0,N/A,N/A,N/A,N/A,F,2004.0,2022.0,18.0
1449,Yujin,Choi Yujin,최유진,유진,1996-08-12,Kep1er,2022-03-01,WakeOne,South Korea,N/A,164.0,N/A,Jeonju,N/A,CLC,F,1996.0,2022.0,26.0
1450,Sangho,Jo Sangho,조상호,상호,1995-02-10,SNUPER,2015-11-16,Widmay,South Korea,N/A,N/A,N/A,Changwon,N/A,N/A,M,1995.0,2015.0,20.0
1451,Sangil,Shim Sangil,심상일,상일,1993-05-01,SNUPER,2015-11-16,Widmay,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,1993.0,2015.0,22.0
1452,Sebin,Jang Sebin,장세빈,세빈,1996-04-24,SNUPER,2015-11-16,Widmay,South Korea,N/A,N/A,N/A,Pocheon,OMEGA X,N/A,M,1996.0,2015.0,19.0
1453,Suhyun,Choi Hyunggeun,최형근,수현,1992-10-01,SNUPER,2015-11-16,Widmay,South Korea,N/A,N/A,N/A,Bucheon,N/A,N/A,M,1992.0,2015.0,23.0
1454,Taewoong,Yoo Taewoong,유태웅,태웅,1994-05-24,SNUPER,2015-11-16,Widmay,South Korea,Japan,N/A,N/A,N/A,N/A,N/A,M,1994.0,2015.0,21.0
1455,Woosung,Choi Sunghyuk,최성혁,우성,1994-09-24,SNUPER,2015-11-16,Widmay,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,1994.0,2015.0,21.0
1456,Jisun,Hwang Jisun,황지선,지선,1989-10-17,S#aFLA,2021-07-14,Winnerzone,South Korea,N/A,165.0,46.0,N/A,N/A,Girl's Day| New F.O,F,1989.0,2021.0,32.0
1457,Seulgi,Jeong Seulgi,정슬기,슬기,1990-05-12,S#aFLA,2021-07-14,Winnerzone,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1990.0,2021.0,31.0
1458,Suhyeon,Kim Seunghyun,김승현,수현,1988-04-19,S#aFLA,2021-07-14,Winnerzone,South Korea,N/A,N/A,N/A,N/A,N/A,1PS,F,1988.0,2021.0,33.0
1459,Yujin,Jeong Yujin,정유진,유진,1989-10-23,S#aFLA,2021-07-14,Winnerzone,South Korea,N/A,N/A,N/A,N/A,N/A,D-Unit,F,1989.0,2021.0,32.0
1460,Alex,Alexander Schmidt Lee,알렉산더 슈미트 리,알렉스,2004-10-06,DRIPPIN,2020-10-26,Woollim,Germany,South Korea,180.0,N/A,N/A,N/A,N/A,M,2004.0,2020.0,16.0
1461,Changuk,Joo Changuk,주창욱,창욱,2001-07-25,DRIPPIN,2020-10-26,Woollim,South Korea,N/A,184.0,59.0,N/A,N/A,N/A,M,2001.0,2020.0,19.0
1462,Dongyun,Kim Dongyun,김동윤,동윤,2002-02-18,DRIPPIN,2020-10-26,Woollim,South Korea,N/A,177.0,61.0,N/A,N/A,N/A,M,2002.0,2020.0,18.0
1463,Junho,Cha Junho,차준호,준호,2002-07-09,DRIPPIN,2020-10-26,Woollim,South Korea,N/A,178.0,63.0,N/A,N/A,X1,M,2002.0,2020.0,18.0
1464,Lee Hyeop,Lee Hyeop,이협,이협,1999-08-13,DRIPPIN,2020-10-26,Woollim,South Korea,N/A,177.0,57.0,N/A,N/A,N/A,M,1999.0,2020.0,21.0
1465,Minseo,Kim Minseo,김민서,민서,2002-05-13,DRIPPIN,2020-10-26,Woollim,South Korea,N/A,177.0,53.0,N/A,N/A,N/A,M,2002.0,2020.0,18.0
1466,Yunseong,Hwang Yunseong,황윤성,윤성,2000-10-30,DRIPPIN,2020-10-26,Woollim,South Korea,Seoul,181.0,60.0,N/A,N/A,N/A,M,2000.0,2020.0,20.0
1467,Bomin,Choi Bomin,최보민,보민,2000-08-24,Golden Child,2017-08-28,Woollim,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2017.0,17.0
1468,Daeyeol,Lee Daeyeol,이대열,대열,1993-02-11,Golden Child,2017-08-28,Woollim,South Korea,N/A,N/A,N/A,Yongin,N/A,N/A,M,1993.0,2017.0,24.0
1469,Donghyun,Kim Donghyun,김동현,동현,1999-02-23,Golden Child,2017-08-28,Woollim,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1999.0,2017.0,18.0
1470,Jaehyun,Bong Jaehyun,봉재현,재현,1999-01-04,Golden Child,2017-08-28,Woollim,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1999.0,2017.0,18.0
1471,Jangjun,Lee Jangjun,이장준,장준,1997-03-03,Golden Child,2017-08-28,Woollim,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1997.0,2017.0,20.0
1472,Jibeom,Kim Jibeom,김지범,지범,1999-02-03,Golden Child,2017-08-28,Woollim,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1999.0,2017.0,18.0
1473,Joochan,Hong Joochan,홍주찬,주찬,1999-07-31,Golden Child,2017-08-28,Woollim,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1999.0,2017.0,18.0
1474,Seungmin,Bae Seungmin,배승민,승민,1998-10-13,Golden Child,2017-08-28,Woollim,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1998.0,2017.0,19.0
1475,TAG,Son Youngtaek,손영택,태그,1998-04-13,Golden Child,2017-08-28,Woollim,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1998.0,2017.0,19.0
1476,Y,Choi Sungyoon,최성윤,와이,1995-07-31,Golden Child,2017-08-28,Woollim,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1995.0,2017.0,22.0
1477,Dongwoo,Jang Dongwoo,장동우,동우,1990-11-22,Infinite,2010-06-09,Woollim,South Korea,N/A,171.0,58.0,Guri,Infinite H,N/A,M,1990.0,2010.0,20.0
1478,L,Kim Myungsoo,김명수,엘,1992-03-13,Infinite,2010-06-09,Woollim,South Korea,N/A,180.0,60.0,Seoul,Infinite F,N/A,M,1992.0,2010.0,18.0
1479,Sungjong,Lee Sungjong,이성종,성종,1993-09-03,Infinite,2010-06-09,Woollim,South Korea,N/A,177.0,54.0,Gwangju,Infinite F,N/A,M,1993.0,2010.0,17.0
1480,Sungkyu,Kim Sungkyu,김성규,성규,1989-04-28,Infinite,2010-06-09,Woollim,South Korea,N/A,178.0,62.0,Jeonju,N/A,N/A,M,1989.0,2010.0,21.0
1481,Sungyeol,Lee Sungyeol,이성열,성열,1991-08-27,Infinite,2010-06-09,Woollim,South Korea,N/A,183.0,59.0,Yongin,Infinite F,N/A,M,1991.0,2010.0,19.0
1482,Woohyun,Nam Woohyun,남우현,우현,1991-02-08,Infinite,2010-06-09,Woollim,South Korea,N/A,176.0,52.0,Seoul,Toheart,N/A,M,1991.0,2010.0,19.0
1483,Babysoul,Lee Soojung,이수정,베이비소울,1992-07-06,Lovelyz,2014-11-17,Woollim,South Korea,N/A,158.0,41.0,Gwangju,N/A,N/A,F,1992.0,2014.0,22.0
1484,JIN,Park Myungeun,박명은,진,1996-06-12,Lovelyz,2014-11-17,Woollim,South Korea,N/A,165.0,47.0,Busan,N/A,N/A,F,1996.0,2014.0,18.0
1485,Jiae,Yoo Jiae,유지애,지애,1993-05-21,Lovelyz,2014-11-17,Woollim,South Korea,N/A,163.0,43.0,Seoul,N/A,N/A,F,1993.0,2014.0,21.0
1486,Jisoo,Seo Jisoo,서지수,지수,1994-02-11,Lovelyz,2014-11-17,Woollim,South Korea,N/A,165.0,46.0,Incheon,N/A,N/A,F,1994.0,2014.0,20.0
1487,Kei,Kim Jiyeon,김지연,케이,1995-03-20,Lovelyz,2014-11-17,Woollim,South Korea,N/A,162.0,47.0,Incheon,N/A,N/A,F,1995.0,2014.0,19.0
1488,Mijoo,Lee Mijoo,이미주,미주,1994-09-23,Lovelyz,2014-11-17,Woollim,South Korea,N/A,167.0,47.0,Okcheon,N/A,N/A,F,1994.0,2014.0,20.0
1489,Sujeong,Ryu Sujeong,류수정,수정,1997-11-19,Lovelyz,2014-11-17,Woollim,South Korea,N/A,168.0,48.0,Daejeon,N/A,N/A,F,1997.0,2014.0,17.0
1490,Yein,Jeong Yein,정예인,예인,1998-06-04,Lovelyz,2014-11-17,Woollim,South Korea,N/A,166.0,N/A,Incheon,N/A,N/A,F,1998.0,2014.0,16.0
1491,Dahyun,Jeong Dahyun,정다현,다현,2005-04-29,Rocket Punch,2019-08-07,Woollim,South Korea,N/A,160.0,N/A,N/A,N/A,N/A,F,2005.0,2019.0,14.0
1492,Juri,Takahashi Juri,타카하시 쥬리,쥬리,1997-10-03,Rocket Punch,2019-08-07,Woollim,Japan,N/A,160.0,44.0,N/A,N/A,N/A,F,1997.0,2019.0,22.0
1493,Sohee,Kim Sohee,김소희,소희,2003-08-14,Rocket Punch,2019-08-07,Woollim,South Korea,N/A,161.0,46.0,N/A,N/A,N/A,F,2003.0,2019.0,16.0
1494,Suyun,Kim Suyun,김수윤,수윤,2001-03-17,Rocket Punch,2019-08-07,Woollim,South Korea,N/A,169.0,52.0,N/A,N/A,N/A,F,2001.0,2019.0,18.0
1495,Yeonhee,Kim Yeonhee,김연희,연희,2000-12-06,Rocket Punch,2019-08-07,Woollim,South Korea,N/A,161.0,N/A,N/A,N/A,N/A,F,2000.0,2019.0,19.0
1496,Yunkyung,Seo Yunkyung,서윤경,윤경,2001-11-01,Rocket Punch,2019-08-07,Woollim,South Korea,N/A,161.0,N/A,N/A,N/A,N/A,F,2001.0,2019.0,18.0
1497,Chris,Han Chris,한 크리스,크리스,2002-11-19,BLITZERS,2021-05-12,Wuzo,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2021.0,19.0
1498,Go_U,Jang Junho,고유,장준호,2001-06-15,BLITZERS,2021-05-12,Wuzo,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2021.0,20.0
1499,Jinhwa,Choi Jinhwa,최진화,진화,2002-01-15,BLITZERS,2021-05-12,Wuzo,South Korea,N/A,180.0,64.0,N/A,N/A,N/A,M,2002.0,2021.0,19.0
1500,Juhan,Hong Seunghyun,홍승현,주한,2001-06-21,BLITZERS,2021-05-12,Wuzo,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2021.0,20.0
1501,Lutan,Choi Gyeongseok,최경석,루탄,2003-12-06,BLITZERS,2021-05-12,Wuzo,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2003.0,2021.0,18.0
1502,Sya,Lee Junyoung,이준영,샤,2002-09-09,BLITZERS,2021-05-12,Wuzo,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2021.0,19.0
1503,Wooju,Cho Wooju,조우주,우주,2004-01-21,BLITZERS,2021-05-12,Wuzo,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2004.0,2021.0,17.0
1504,Hyori,Inn Hyori,인효리,효리,2000-06-02,mimiirose,2022-09-16,YES IM,South Korea,N/A,161.0,N/A,N/A,N/A,N/A,F,2000.0,2022.0,22.0
1505,Jia,Yoon Jia,윤지아,지아,2004-01-16,mimiirose,2022-09-16,YES IM,South Korea,N/A,165.0,N/A,Incheon,N/A,N/A,F,2004.0,2022.0,18.0
1506,Yeonjae,Choi Yeonjae,최연재,연재,2000-12-06,mimiirose,2022-09-16,YES IM,South Korea,N/A,171.0,N/A,N/A,N/A,N/A,F,2000.0,2022.0,22.0
1507,Yewon,Han Yewon,한예원,예원,2003-02-07,mimiirose,2022-09-16,YES IM,South Korea,N/A,170.0,N/A,Seoul,N/A,N/A,F,2003.0,2022.0,19.0
1508,Yunju,Seo Yunju,서윤주,윤주,2005-12-26,mimiirose,2022-09-16,YES IM,South Korea,N/A,162.0,N/A,Pohang,N/A,N/A,F,2005.0,2022.0,17.0
1509,Bom,Park Bom,박봄,봄,1984-03-24,2NE1,2009-05-06,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1984.0,2009.0,25.0
1510,CL,Lee Chaerin,이채린,씨엘,1991-02-26,2NE1,2009-05-06,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1991.0,2009.0,18.0
1511,Dara,Park Sandara,박산다라,다라,1984-11-12,2NE1,2009-05-06,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1984.0,2009.0,25.0
1512,Minzy,Kong Minji,공민지,민지,1994-01-18,2NE1,2009-05-06,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1994.0,2009.0,15.0
1513,Ahyeon,Jung Ahyeon,정아현,아현,2007-04-11,BABYMONSTER,N/A,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2007.0,N/A,N/A
1514,Asa,Enami Asa,에나미 아사,아사,2006-04-17,BABYMONSTER,N/A,YG,Japan,N/A,N/A,N/A,N/A,N/A,N/A,F,2006.0,N/A,N/A
1515,Chiquita,Riracha Phondechaphiphat,리라차 폰데차피팟,치키타,2009-02-17,BABYMONSTER,N/A,YG,Thailand,N/A,N/A,N/A,N/A,N/A,N/A,F,2009.0,N/A,N/A
1516,Haram,Shin Haram,신하람,하람,2007-10-17,BABYMONSTER,N/A,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2007.0,N/A,N/A
1517,Pharita,Pharita Chaikong,파리따 차이콩,파리타,2005-08-26,BABYMONSTER,N/A,YG,Thailand,N/A,N/A,N/A,Bangkok,N/A,N/A,F,2005.0,N/A,N/A
1518,Rora,Lee Dain,이다인,로라,2008-08-05,BABYMONSTER,N/A,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2008.0,N/A,N/A
1519,Ruka,Kawai Ruka,카와이 루카,루카,2002-03-20,BABYMONSTER,N/A,YG,Japan,N/A,N/A,N/A,N/A,N/A,N/A,F,2002.0,N/A,N/A
1520,Daesung,Daesung,강대성,대성,1989-04-26,BIGBANG,2006-08-19,YG,South Korea,N/A,178.0,63.0,Incheon,N/A,N/A,M,1989.0,2006.0,17.0
1521,G-Dragon,Kwon Jiyong,권지용,지드래곤,1988-08-18,BIGBANG,2006-08-19,YG,South Korea,N/A,177.0,58.0,Seoul,GD&TOP,N/A,M,1988.0,2006.0,18.0
1522,T.O.P,Choi Seunghyun,최승현,탑,1987-11-04,BIGBANG,2006-08-19,YG,South Korea,N/A,180.0,65.0,Seoul,GD&TOP,N/A,M,1987.0,2006.0,19.0
1523,Taeyang,Dong Youngbae,동영배,태양,1988-05-18,BIGBANG,2006-08-19,YG,South Korea,N/A,174.0,56.0,Uljeongbu,N/A,N/A,M,1988.0,2006.0,18.0
1524,Jennie,Kim Jennie,김제니,제니,1996-01-16,BLACKPINK,2016-08-08,YG,South Korea,N/A,163.0,50.0,Anyang,N/A,N/A,F,1996.0,2016.0,20.0
1525,Jisoo,Kim Jisoo,김지수,지수,1995-01-03,BLACKPINK,2016-08-08,YG,South Korea,N/A,162.0,45.0,Seoul,N/A,N/A,F,1995.0,2016.0,21.0
1526,Lisa,Pranpriya Manoban,쁘란쁘리야 마노반,리사,1997-03-27,BLACKPINK,2016-08-08,YG,Thailand,N/A,170.0,46.0,Bangkok,N/A,N/A,F,1997.0,2016.0,19.0
1527,Rosé,Roseanne Park,로잔느 박,로제,1997-02-11,BLACKPINK,2016-08-08,YG,South Korea,N/A,167.0,N/A,Auckland,N/A,N/A,F,1997.0,2016.0,19.0
1528,Asahi,Hanada Asahi,하나다 아사히,아사히,2001-08-20,Treasure,2020-08-07,YG,Japan,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2020.0,19.0
1529,Doyoung,Kim Doyoung,김도영,도영,2003-12-04,Treasure,2020-08-07,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2003.0,2020.0,17.0
1530,Haruto,Watanabe Haruto,와타나베 하루토,하루토,2004-04-05,Treasure,2020-08-07,YG,Japan,N/A,N/A,N/A,N/A,N/A,N/A,M,2004.0,2020.0,16.0
1531,Hyunsuk,Choi Hyunsuk,최현석,현석,1999-04-21,Treasure,2020-08-07,YG,South Korea,N/A,N/A,N/A,Daegu,N/A,N/A,M,1999.0,2020.0,21.0
1532,Jaehyuk,Yoon Jaehyuk,윤재혁,재혁,2001-07-23,Treasure,2020-08-07,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2020.0,19.0
1533,Jeongwoo,Park Jeongwoo,박정우,정우,2004-09-28,Treasure,2020-08-07,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2004.0,2020.0,16.0
1534,Jihoon,Park Jihoon,박지훈,지훈,2000-03-14,Treasure,2020-08-07,YG,South Korea,N/A,N/A,N/A,Busan,N/A,N/A,M,2000.0,2020.0,20.0
1535,Junghwan,So Junghwan,소정환,정환,2005-02-18,Treasure,2020-08-07,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2005.0,2020.0,15.0
1536,Junkyu,Kim Junkyu,김준규,준규,2000-09-09,Treasure,2020-08-07,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2020.0,20.0
1537,Mashiho,Takata Mashiho,타카타 마시호,마시호,2001-03-25,Treasure,2020-08-07,YG,Japan,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2020.0,19.0
1538,Yedam,Bang Yedam,방예담,예담,2002-05-07,Treasure,2020-08-07,YG,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2020.0,18.0
1539,Yoshi,Kanemoto Yoshinori,카네모토 요시노리,요시,2000-05-15,Treasure,2020-08-07,YG,Japan,N/A,179.0,59.0,Kobe,N/A,N/A,M,2000.0,2020.0,20.0
