eco,group,subgroup,name,pgn
B01,Scandinavian Defense,Anderssen Counterattack,"Scandinavian Defense: Anderssen Counterattack, Collijn Variation",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 e5 5. Nf3 Bg4
B01,Scandinavian Defense,Anderssen Counterattack,"Scandinavian Defense: Anderssen Counterattack, Goteborg System",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 e5 5. Nf3
B01,Scandinavian Defense,Anderssen Counterattack,"Scandinavian Defense: Anderssen Counterattack, Orthodox Attack",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 e5 5. dxe5 Nc6 6. Nf3 Bb4 7. Bd2
B01,Scandinavian Defense,Blackburne Gambit,Scandinavian Defense: Blackburne Gambit,1. e4 d5 2. exd5 c6 3. dxc6 Nxc6
B01,Scandinavian Defense,Blackburne-Kloosterboer Gambit,Scandinavian Defense: Blackburne-Kloosterboer Gambit,1. e4 d5 2. exd5 c6
B01,Scandinavian Defense,Boehnke Gambit,Scandinavian Defense: Boehnke Gambit,1. e4 d5 2. exd5 e5 3. dxe6 Bxe6
B01,Scandinavian Defense,Bronstein Variation,Scandinavian Defense: Bronstein Variation,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 Nf6 5. Nf3 a6
B01,Scandinavian Defense,Classical Variation,Scandinavian Defense: Classical Variation,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bf5
B01,Scandinavian Defense,Grünfeld Variation,Scandinavian Defense: Grünfeld Variation,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bf5 6. Ne5 c6 7. g4
B01,Scandinavian Defense,Gubinsky-Melts Defense,Scandinavian Defense: Gubinsky-Melts Defense,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6
B01,Scandinavian Defense,Icelandic-Palme Gambit,Scandinavian Defense: Icelandic-Palme Gambit,1. e4 d5 2. exd5 Nf6 3. c4 e6
B01,Scandinavian Defense,Kiel Variation,Scandinavian Defense: Kiel Variation,1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. c4 Nb4
B01,Scandinavian Defense,Kloosterboer Gambit,Scandinavian Defense: Kloosterboer Gambit,1. e4 d5 2. exd5 c6 3. dxc6 e5
B01,Scandinavian Defense,Kádas Gambit,Scandinavian Defense: Kádas Gambit,1. e4 d5 2. exd5 Nf6 3. d4 c6 4. dxc6 e5
B01,Scandinavian Defense,Lasker Variation,Scandinavian Defense: Lasker Variation,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bg4 6. h3
B01,Scandinavian Defense,Main Line,Scandinavian Defense: Main Line,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5
B01,Scandinavian Defense,Main Line,"Scandinavian Defense: Main Line, Leonhardt Gambit",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. b4
B01,Scandinavian Defense,Main Line,"Scandinavian Defense: Main Line, Mieses Variation",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6
B01,Scandinavian Defense,Marshall Variation,Scandinavian Defense: Marshall Variation,1. e4 d5 2. exd5 Nf6 3. d4 Nxd5
B01,Scandinavian Defense,Mieses-Kotroc Variation,Scandinavian Defense: Mieses-Kotroc Variation,1. e4 d5 2. exd5 Qxd5
B01,Scandinavian Defense,Modern Variation,Scandinavian Defense: Modern Variation,1. e4 d5 2. exd5 Nf6
B01,Scandinavian Defense,Modern Variation,Scandinavian Defense: Modern Variation,1. e4 d5 2. exd5 Nf6 3. d4
B01,Scandinavian Defense,Modern Variation,"Scandinavian Defense: Modern Variation, Gipslis Variation",1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. Nf3 Bg4
B01,Scandinavian Defense,Modern Variation,"Scandinavian Defense: Modern Variation, Wing Gambit",1. e4 d5 2. exd5 Nf6 3. d4 g6 4. c4 b5
B01,Scandinavian Defense,Panov Transfer,Scandinavian Defense: Panov Transfer,1. e4 d5 2. exd5 Nf6 3. c4 c6
B01,Scandinavian Defense,Portuguese Gambit,Scandinavian Defense: Portuguese Gambit,1. e4 d5 2. exd5 Nf6 3. d4 Bg4
B01,Scandinavian Defense,Portuguese Gambit,"Scandinavian Defense: Portuguese Gambit, Banker Variation",1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. c4
B01,Scandinavian Defense,Portuguese Gambit,"Scandinavian Defense: Portuguese Gambit, Classical Variation",1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Nf3
B01,Scandinavian Defense,Portuguese Gambit,"Scandinavian Defense: Portuguese Gambit, Correspondence Refutation",1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. g4
B01,Scandinavian Defense,Portuguese Gambit,"Scandinavian Defense: Portuguese Gambit, Elbow Variation",1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Bb5+ c6
B01,Scandinavian Defense,Portuguese Gambit,"Scandinavian Defense: Portuguese Gambit, Jadoul Variation",1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. Bb5+ Nbd7 6. c4
B01,Scandinavian Defense,Portuguese Gambit,"Scandinavian Defense: Portuguese Gambit, Lusophobe Variation",1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Bb5+ Nbd7 5. Be2
B01,Scandinavian Defense,Portuguese Gambit,"Scandinavian Defense: Portuguese Gambit, Melbourne Shuffle Variation",1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. Bb5+ Nbd7 6. Nc3
B01,Scandinavian Defense,Portuguese Gambit,"Scandinavian Defense: Portuguese Gambit, Wuss Variation",1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Be2
B01,Scandinavian Defense,Richter Variation,Scandinavian Defense: Richter Variation,1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. Nf3 g6
B01,Scandinavian Defense,Richter Variation,Scandinavian Defense: Richter Variation,1. e4 d5 2. exd5 Nf6 3. d4 g6
B01,Scandinavian Defense,Schiller-Pytel Variation,Scandinavian Defense: Schiller-Pytel Variation,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 c6
B01,Scandinavian Defense,Schiller-Pytel Variation,"Scandinavian Defense: Schiller-Pytel Variation, Modern Variation",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 Nf6 5. Bc4 c6 6. Nge2 Bf5 7. Bf4 Qb4
B01,Scandinavian Defense,Valencian Variation,Scandinavian Defense: Valencian Variation,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8
B01,Scandinavian Defense,Valencian Variation,"Scandinavian Defense: Valencian Variation, Ilundain Variation",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 Nf6 5. Nf3 c6
B01,Scandinavian Defense,Valencian Variation,"Scandinavian Defense: Valencian Variation, Main Line",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 Nf6 5. Nf3 Bg4
B01,Scandinavian Defense,Zilbermints Gambit,Scandinavian Defense: Zilbermints Gambit,1. e4 d5 2. b4
C44,Scotch Game,,Scotch Game,1. e4 e5 2. Nf3 Nc6 3. d4
C44,Scotch Game,,Scotch Game,1. e4 e5 2. Nf3 Nc6 3. d4 exd4
C45,Scotch Game,,Scotch Game,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4
C45,Scotch Game,,Scotch Game,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5 Bb4+ 6. Bd2
C45,Scotch Game,Alekhine Gambit,Scotch Game: Alekhine Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. e5
C44,Scotch Game,Benima Defense,Scotch Game: Benima Defense,1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 exd4
C45,Scotch Game,Blumenfeld Attack,Scotch Game: Blumenfeld Attack,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. Nb5
C45,Scotch Game,Braune Variation,Scotch Game: Braune Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Be3
C45,Scotch Game,Classical Variation,Scotch Game: Classical Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5
C45,Scotch Game,Classical Variation,"Scotch Game: Classical Variation, Blackburne Attack",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Nge7 7. Qd2
C45,Scotch Game,Classical Variation,"Scotch Game: Classical Variation, Intermezzo Variation",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Nxc6 Qf6
C45,Scotch Game,Classical Variation,"Scotch Game: Classical Variation, Millennium Variation",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Qg6
C44,Scotch Game,Cochrane Variation,Scotch Game: Cochrane Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bb4+ 5. c3 dxc3 6. bxc3 Ba5 7. e5
C44,Scotch Game,Cochrane-Shumov Defense,Scotch Game: Cochrane-Shumov Defense,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5 5. Ng5 Nh6 6. Nxf7 Nxf7 7. Bxf7+ Kxf7 8. Qh5+ g6 9. Qxc5 d5
C45,Scotch Game,Fraser Variation,Scotch Game: Fraser Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nf3
C45,Scotch Game,Ghulam-Kassim Variation,Scotch Game: Ghulam-Kassim Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nxd4 5. Qxd4 d6 6. Bd3
C45,Scotch Game,Gottschall Variation,Scotch Game: Gottschall Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Nge7 7. Qd2 d5 8. Nb5 Bxe3 9. Qxe3 O-O 10. Nxc7 Rb8 11. Nxd5 Nxd5 12. exd5 Nb4
C44,Scotch Game,Göring Gambit,Scotch Game: Göring Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3
C44,Scotch Game,Göring Gambit,"Scotch Game: Göring Gambit, Bardeleben Variation",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Bc4 Nf6 6. Nxc3 Bb4
C44,Scotch Game,Göring Gambit,"Scotch Game: Göring Gambit, Double Pawn Sacrifice",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Bc4
C44,Scotch Game,Göring Gambit,"Scotch Game: Göring Gambit, Main Line",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Nxc3 Bb4
C44,Scotch Game,Hanneken Variation,Scotch Game: Hanneken Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bb4+ 5. c3 dxc3 6. O-O cxb2 7. Bxb2 Nf6 8. Ng5 O-O 9. e5 Nxe5
C44,Scotch Game,Haxo Gambit,Scotch Game: Haxo Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5
C45,Scotch Game,Horwitz Attack,Scotch Game: Horwitz Attack,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5
C45,Scotch Game,Horwitz Attack,"Scotch Game: Horwitz Attack, Blackburne Variation",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5 Bb4+ 6. Bd2 Qxe4+ 7. Be2 Kd8 8. O-O Bxd2 9. Qxd2
C44,Scotch Game,Lolli Variation,Scotch Game: Lolli Variation,1. e4 e5 2. Nf3 Nc6 3. d4 Nxd4
C44,Scotch Game,Lolli Variation,Scotch Game: Lolli Variation,1. e4 e5 2. Nf3 Nc6 3. d4 Nxd4 4. Nxd4 exd4 5. Qxd4
C45,Scotch Game,Malaniuk Variation,Scotch Game: Malaniuk Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bb4+
C45,Scotch Game,Meitner Variation,Scotch Game: Meitner Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Nge7 7. Nc2
C45,Scotch Game,Mieses Variation,Scotch Game: Mieses Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6 bxc6 6. e5
C45,Scotch Game,Modern Defense,Scotch Game: Modern Defense,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nc3 Bb4
C44,Scotch Game,Napoleon Gambit,Scotch Game: Napoleon Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 Nxd4 4. Nxd4 exd4 5. Bc4
C45,Scotch Game,Paulsen Attack,Scotch Game: Paulsen Attack,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Nge7 7. Bb5
C45,Scotch Game,Paulsen Variation,Scotch Game: Paulsen Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nf5
C45,Scotch Game,Paulsen,"Scotch Game: Paulsen, Gunsberg Defense",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Nge7 7. Bb5 Nd8
C45,Scotch Game,Potter Variation,Scotch Game: Potter Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Nb3
C44,Scotch Game,Relfsson Gambit,Scotch Game: Relfsson Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bb5
C45,Scotch Game,Romanishin Variation,Scotch Game: Romanishin Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Nb3 Bb4+
C45,Scotch Game,Rosenthal Variation,Scotch Game: Rosenthal Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5 Bb4+ 6. Bd2 Qxe4+ 7. Be2 Kd8 8. O-O Bxd2 9. Nxd2 Qg6
C45,Scotch Game,Schmidt Variation,Scotch Game: Schmidt Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6
C44,Scotch Game,Scotch Gambit,Scotch Game: Scotch Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4
C44,Scotch Game,Scotch Gambit,"Scotch Game: Scotch Gambit, Advance Variation",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. e5
C44,Scotch Game,Scotch Gambit,"Scotch Game: Scotch Gambit, Cochrane-Anderssen Variation",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5 5. O-O d6 6. c3 Bg4
C44,Scotch Game,Scotch Gambit,"Scotch Game: Scotch Gambit, Dubois Réti Defense",1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4
C44,Scotch Game,Scotch Gambit,"Scotch Game: Scotch Gambit, Göring Gambit Declined",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 d5
C44,Scotch Game,Scotch Gambit,"Scotch Game: Scotch Gambit, Kingside Variation",1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. e5 Ng4
C44,Scotch Game,Scotch Gambit,"Scotch Game: Scotch Gambit, London Defense",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bb4+
C44,Scotch Game,Scotch Gambit,"Scotch Game: Scotch Gambit, Sarratt Variation",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5 5. Ng5
C44,Scotch Game,Sea-Cadet Mate,Scotch Game: Sea-Cadet Mate,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Nxc3 d6 6. Bc4 Bg4 7. O-O Ne5 8. Nxe5 Bxd1 9. Bxf7+ Ke7 10. Nd5#
C45,Scotch Game,Steinitz Variation,Scotch Game: Steinitz Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4
C45,Scotch Game,Steinitz Variation,Scotch Game: Steinitz Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nc3
C45,Scotch Game,Tartakower Variation,Scotch Game: Tartakower Variation,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6 bxc6 6. Nd2
C44,Scotch Game,Vitzthum Attack,Scotch Game: Vitzthum Attack,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5 5. Ng5 Nh6 6. Qh5
D43,Semi-Slav Defense,,Semi-Slav Defense,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6
D45,Semi-Slav Defense,Accelerated Meran Variation,Semi-Slav Defense: Accelerated Meran Variation,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 a6
D31,Semi-Slav Defense,Accelerated Move Order,Semi-Slav Defense: Accelerated Move Order,1. d4 d5 2. c4 e6 3. Nc3 c6
D43,Semi-Slav Defense,Anti-Moscow Gambit,Semi-Slav Defense: Anti-Moscow Gambit,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 h6 6. Bh4
D31,Semi-Slav Defense,Anti-Noteboom,"Semi-Slav Defense: Anti-Noteboom, Stonewall Variation, Portisch Gambit",1. d4 d5 2. c4 e6 3. Nc3 c6 4. e3 f5 5. g4
D46,Semi-Slav Defense,Bogoljubow Variation,Semi-Slav Defense: Bogoljubow Variation,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 Be7
D44,Semi-Slav Defense,Botvinnik Variation,Semi-Slav Defense: Botvinnik Variation,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 dxc4 6. e4
D44,Semi-Slav Defense,Botvinnik Variation,Semi-Slav Defense: Botvinnik Variation,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 dxc4 6. e4 b5 7. e5 h6 8. Bh4 g5 9. Nxg5
D44,Semi-Slav Defense,Botvinnik Variation,"Semi-Slav Defense: Botvinnik Variation, Alatortsev System",1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 c6 5. Bg5 dxc4 6. e4 b5 7. e5 h6 8. Bh4 g5 9. Nxg5 Nd5
D44,Semi-Slav Defense,Botvinnik Variation,"Semi-Slav Defense: Botvinnik Variation, Ekstrom Variation",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 dxc4 6. e4 b5 7. e5 h6 8. Bh4 g5 9. exf6 gxh4 10. Ne5
D44,Semi-Slav Defense,Botvinnik Variation,"Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 dxc4 6. e4 b5 7. e5 h6 8. Bh4 g5 9. Nxg5 hxg5 10. Bxg5 Nbd7 11. g3
D44,Semi-Slav Defense,Botvinnik Variation,"Semi-Slav Defense: Botvinnik Variation, Szabo Variation",1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 c6 5. Bg5 dxc4 6. e4 b5 7. e5 h6 8. Bh4 g5 9. Nxg5 hxg5 10. Bxg5 Nbd7 11. Qf3
D46,Semi-Slav Defense,Chigorin Defense,Semi-Slav Defense: Chigorin Defense,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 Bd6
D46,Semi-Slav Defense,Chigorin Defense,Semi-Slav Defense: Chigorin Defense,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 Bd6 7. Qc2
D46,Semi-Slav Defense,Chigorin Defense,Semi-Slav Defense: Chigorin Defense,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. b3 Bd6 7. Bb2 O-O 8. Bd3
D46,Semi-Slav Defense,Chigorin Defense,Semi-Slav Defense: Chigorin Defense,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Qc2 b6 7. b3 Bb7 8. Bd3
D46,Semi-Slav Defense,Chigorin Defense,Semi-Slav Defense: Chigorin Defense,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Qc2 Bd6 7. b3 O-O 8. Bb2 Re8 9. Bd3
D46,Semi-Slav Defense,Chigorin Defense,Semi-Slav Defense: Chigorin Defense,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Qc2 Bd6 7. b3 O-O 8. Bb2 Qe7 9. Bd3
D46,Semi-Slav Defense,Chigorin Defense,Semi-Slav Defense: Chigorin Defense,1. d4 d5 2. c4 c6 3. Nf3 e6 4. e3 Nf6 5. Nc3 Bd6 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 Nbd7 9. O-O O-O 10. Qc2
D46,Semi-Slav Defense,Chigorin Defense,Semi-Slav Defense: Chigorin Defense,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 Bd6 9. O-O Bb7 10. a3 O-O 11. Qc2
D31,Semi-Slav Defense,Gunderam Gambit,Semi-Slav Defense: Gunderam Gambit,1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4 dxe4 5. f3
D43,Semi-Slav Defense,Hastings Variation,Semi-Slav Defense: Hastings Variation,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 h6 6. Bxf6 Qxf6 7. Qb3
D45,Semi-Slav Defense,Main Line,Semi-Slav Defense: Main Line,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3
D46,Semi-Slav Defense,Main Line,Semi-Slav Defense: Main Line,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3
D46,Semi-Slav Defense,Main Line,Semi-Slav Defense: Main Line,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Qc2 b6 7. b3 Bb7 8. Bd3 Be7 9. O-O O-O 10. Bb2
D31,Semi-Slav Defense,Marshall Gambit,Semi-Slav Defense: Marshall Gambit,1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4
D31,Semi-Slav Defense,Marshall Gambit,"Semi-Slav Defense: Marshall Gambit, Forgotten Variation",1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4 dxe4 5. Nxe4 Bb4+ 6. Nc3
D31,Semi-Slav Defense,Marshall Gambit,"Semi-Slav Defense: Marshall Gambit, Main Line",1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4 dxe4 5. Nxe4 Bb4+ 6. Bd2
D31,Semi-Slav Defense,Marshall Gambit,"Semi-Slav Defense: Marshall Gambit, Tolush Variation",1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4 dxe4 5. Nxe4 Bb4+ 6. Bd2 Qxd4 7. Bxb4 Qxe4+ 8. Be2 c5 9. Bxc5 Qxg2
D47,Semi-Slav Defense,Meran Variation,Semi-Slav Defense: Meran Variation,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5
D48,Semi-Slav Defense,Meran Variation,Semi-Slav Defense: Meran Variation,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6
D48,Semi-Slav Defense,Meran Variation,Semi-Slav Defense: Meran Variation,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5
D49,Semi-Slav Defense,Meran Variation,"Semi-Slav Defense: Meran Variation, Blumenfeld Variation",1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5
D47,Semi-Slav Defense,Meran Variation,"Semi-Slav Defense: Meran Variation, Lundin Variation",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 b4
D48,Semi-Slav Defense,Meran Variation,"Semi-Slav Defense: Meran Variation, Old Variation",1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5
D48,Semi-Slav Defense,Meran Variation,"Semi-Slav Defense: Meran Variation, Pirc Variation",1. d4 d5 2. c4 e6 3. Nc3 c6 4. e3 Nf6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 b4
D49,Semi-Slav Defense,Meran Variation,"Semi-Slav Defense: Meran Variation, Rabinovich Variation",1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5 Ng4
D49,Semi-Slav Defense,Meran Variation,"Semi-Slav Defense: Meran Variation, Rellstab Attack",1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. Nf3 e6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5 Nxe5 12. Nxe5 axb5 13. O-O Qd5 14. Qe2 Ba6 15. Bg5
D48,Semi-Slav Defense,Meran Variation,"Semi-Slav Defense: Meran Variation, Reynolds' Variation",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. d5
D49,Semi-Slav Defense,Meran Variation,"Semi-Slav Defense: Meran Variation, Sozin Variation",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5 Nxe5
D49,Semi-Slav Defense,Meran Variation,"Semi-Slav Defense: Meran Variation, Sozin Variation",1. d4 d5 2. Nf3 Nf6 3. c4 c6 4. Nc3 e6 5. e3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5 Nxe5 12. Nxe5 axb5 13. O-O
D49,Semi-Slav Defense,Meran Variation,"Semi-Slav Defense: Meran Variation, Stahlberg Variation",1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5 10. e5 cxd4 11. Nxb5 Nxe5 12. Nxe5 axb5 13. Qf3
