country,title,number,name,term_start,term_end,party
Finland,Prime Ministers,35,Karl-August Fagerholm,1956-03-01,1957-05-27,Social Democratic
Finland,Prime Ministers,36,V. J. Sukselainen,1957-05-27,1957-11-29,Agrarian
Finland,Prime Ministers,37,Rainer von Fieandt,1957-11-29,1958-04-26,Independent
Finland,Prime Ministers,38,Reino Kuuskoski,1958-04-26,1958-08-29,Independent
Finland,Prime Ministers,39,Karl-August Fagerholm,1958-08-29,1959-01-13,Social Democratic
Finland,Prime Ministers,40,V. J. Sukselainen,1959-01-13,1961-07-14,Agrarian
Finland,Prime Ministers,41,Martti Miettunen,1961-07-14,1962-04-13,Agrarian
Finland,Prime Ministers,42,Ahti Karjalainen,1962-04-13,1963-12-18,Agrarian
Finland,Prime Ministers,43,Reino Ragnar Lehto,1963-12-18,1964-09-12,Independent
Finland,Prime Ministers,44,Johannes Virolainen,1964-09-12,1966-05-27,Centre
Finland,Prime Ministers,45,Rafael Paasio,1966-05-27,1968-03-22,Social Democratic
Finland,Prime Ministers,46,Mauno Koivisto,1968-03-22,1970-05-14,Social Democratic
Finland,Prime Ministers,47,Teuvo Aura,1970-05-14,1970-08-15,Independent
Finland,Prime Ministers,48,Ahti Karjalainen,1970-08-15,1971-10-29,Centre
Finland,Prime Ministers,49,Teuvo Aura,1971-10-29,1972-02-23,Independent
Finland,Prime Ministers,50,Rafael Paasio,1972-02-23,1972-09-04,Social Democratic
Finland,Prime Ministers,51,Kalevi Sorsa,1972-09-04,1975-06-13,Social Democratic
Finland,Prime Ministers,52,Keijo Liinamaa,1975-06-13,1975-11-30,Independent
Finland,Prime Ministers,53,Martti Miettunen,1975-11-30,1977-05-15,Centre
Finland,Prime Ministers,54,Kalevi Sorsa,1977-05-15,1979-05-26,Social Democratic
Finland,Prime Ministers,55,Mauno Koivisto,1979-05-26,1982-01-27,Social Democratic
Finland,Prime Ministers,56,Kalevi Sorsa,1982-02-19,1987-04-30,Social Democratic
Finland,Prime Ministers,57,Harri Holkeri,1987-04-30,1991-04-26,National Coalition
Finland,Prime Ministers,58,Esko Aho,1991-04-26,1995-04-13,Centre
Finland,Prime Ministers,59,Paavo Lipponen,1995-04-13,2003-04-17,Social Democratic
Finland,Prime Ministers,60,Anneli Jäätteenmäki,2003-04-17,2003-06-24,Centre
Finland,Prime Ministers,61,Matti Vanhanen,2003-06-24,2010-06-22,Centre
Finland,Prime Ministers,62,Mari Kiviniemi,2010-06-22,2011-06-22,Centre
Finland,Prime Ministers,63,Jyrki Katainen,2011-06-22,2014-06-24,National Coalition
Finland,Prime Ministers,64,Alexander Stubb,2014-06-24,2015-05-29,National Coalition
Finland,Prime Ministers,65,Juha Sipilä,2015-05-29,2019-06-06,Centre
Finland,Prime Ministers,66,Antti Rinne,2019-06-06,2019-12-10,Social Democratic
Finland,Prime Ministers,67,Sanna Marin,2019-12-10,2023-06-20,Social Democratic
Finland,Prime Ministers,68,Petteri Orpo,2023-06-20,Incumbent,National Coalition
Iceland,Prime Ministers,1,Jón Magnússon,1918-01-04,1922-03-07,Home Rule / Independence
Iceland,Prime Ministers,2,Sigurður Eggerz,1922-03-07,1924-03-22,Independence
Iceland,Prime Ministers,3,Jón Magnússon,1924-03-22,1926-06-23,Conservative
Iceland,Prime Ministers,4,Jón Þorláksson,1926-07-08,1927-08-28,Conservative
Iceland,Prime Ministers,5,Tryggvi Þórhallsson,1927-08-28,1932-06-03,Progressive
Iceland,Prime Ministers,6,Ásgeir Ásgeirsson,1932-06-03,1934-07-28,Progressive
Iceland,Prime Ministers,7,Hermann Jónasson,1934-07-28,1942-05-16,Progressive
Iceland,Prime Ministers,8,Ólafur Thors,1942-05-16,1942-12-16,Independence
Iceland,Prime Ministers,9,Björn Þórðarson,1942-12-16,1944-10-21,Independent
Iceland,Prime Ministers,10,Ólafur Thors,1944-10-21,1947-02-04,Independence
Iceland,Prime Ministers,11,Stefán Jóhann Stefánsson,1947-02-04,1949-12-06,Social Democratic
Iceland,Prime Ministers,12,Ólafur Thors,1949-12-06,1950-03-14,Independence
Iceland,Prime Ministers,13,Steingrímur Steinþórsson,1950-03-14,1953-09-11,Progressive
Iceland,Prime Ministers,14,Ólafur Thors,1953-09-11,1956-07-24,Independence
Iceland,Prime Ministers,15,Hermann Jónasson,1956-07-24,1958-12-23,Progressive
Iceland,Prime Ministers,16,Emil Jónsson,1958-12-23,1959-11-20,Social Democratic
Iceland,Prime Ministers,17,Ólafur Thors,1959-11-20,1963-11-14,Independence
Iceland,Prime Ministers,18,Bjarni Benediktsson,1963-11-14,1970-07-10,Independence
Iceland,Prime Ministers,19,Jóhann Hafstein,1970-07-10,1971-07-14,Independence
Iceland,Prime Ministers,20,Ólafur Jóhannesson,1971-07-14,1974-08-28,Progressive
Iceland,Prime Ministers,21,Geir Hallgrímsson,1974-08-28,1978-09-01,Independence
Iceland,Prime Ministers,22,Ólafur Jóhannesson,1978-09-01,1979-10-15,Progressive
Iceland,Prime Ministers,23,Benedikt Sigurðsson Gröndal,1979-10-15,1980-02-08,Social Democratic
Iceland,Prime Ministers,24,Gunnar Thoroddsen,1980-02-08,1983-05-26,Independence
Iceland,Prime Ministers,25,Steingrímur Hermannsson,1983-05-26,1987-07-08,Progressive
Iceland,Prime Ministers,26,Þorsteinn Pálsson,1987-07-08,1988-09-28,Independence
Iceland,Prime Ministers,27,Steingrímur Hermannsson,1988-09-28,1991-04-30,Progressive
Iceland,Prime Ministers,28,Davíð Oddsson,1991-04-30,2004-09-15,Independence
Iceland,Prime Ministers,29,Halldór Ásgrímsson,2004-09-15,2006-06-15,Progressive
Iceland,Prime Ministers,30,Geir Haarde,2006-06-15,2009-02-01,Independence
Iceland,Prime Ministers,31,Jóhanna Sigurðardóttir,2009-02-01,2013-05-23,Social Democratic Alliance
Iceland,Prime Ministers,32,Sigmundur Davíð Gunnlaugsson,2013-05-23,2016-04-07,Progressive
Iceland,Prime Ministers,33,Sigurður Ingi Jóhannsson,2016-04-07,2017-01-11,Progressive
Iceland,Prime Ministers,34,Bjarni Benediktsson,2017-01-11,2017-11-30,Independence
Iceland,Prime Ministers,35,Katrín Jakobsdóttir,2017-11-30,2024-04-09,Left-Green
Iceland,Prime Ministers,36,Bjarni Benediktsson,2024-04-09,2024-12-21,Independence
Iceland,Prime Ministers,37,Kristrún Frostadóttir,2024-12-21,Incumbent,Social Democratic Alliance
Norway,Prime Ministers,1,Frederik Stang,1873-07-21,1880-10-04,Independent
Norway,Prime Ministers,2,Christian August Selmer,1880-10-11,1884-03-11,Conservative
Norway,Prime Ministers,3,Christian Homann Schweigaard,1884-04-03,1884-06-26,Conservative
Norway,Prime Ministers,4,Johan Sverdrup,1884-06-26,1889-07-13,Liberal
Norway,Prime Ministers,5,Emil Stang,1889-07-13,1891-03-06,Conservative
Norway,Prime Ministers,6,Johannes Steen,1891-03-06,1893-05-02,Liberal
Norway,Prime Ministers,7,Emil Stang,1893-05-02,1895-10-14,Conservative
Norway,Prime Ministers,8,Francis Hagerup,1895-10-14,1898-02-17,Conservative
Norway,Prime Ministers,9,Johannes Steen,1898-02-17,1902-04-21,Liberal
Norway,Prime Ministers,10,Otto Albert Blehr,1902-04-21,1903-10-22,Liberal
Norway,Prime Ministers,11,Francis Hagerup,1903-10-22,1905-03-11,Conservative
Norway,Prime Ministers,12,Christian Michelsen,1905-03-11,1907-10-28,Liberal
Norway,Prime Ministers,13,Jørgen Løvland,1907-10-28,1908-03-19,Liberal
Norway,Prime Ministers,14,Gunnar Knudsen,1908-03-19,1910-02-02,Liberal
Norway,Prime Ministers,15,Wollert Konow,1910-02-02,1912-02-20,Liberal Left
Norway,Prime Ministers,16,Jens Bratlie,1912-02-20,1913-01-31,Conservative
Norway,Prime Ministers,17,Gunnar Knudsen,1913-01-31,1920-06-21,Liberal
Norway,Prime Ministers,18,Otto Bahr Halvorsen,1920-06-21,1921-06-22,Conservative
Norway,Prime Ministers,19,Otto Albert Blehr,1921-06-22,1923-03-06,Liberal
Norway,Prime Ministers,20,Otto Bahr Halvorsen,1923-03-06,1923-05-23,Conservative
Norway,Prime Ministers,21,Abraham Berge,1923-05-23,1924-07-25,Conservative
Norway,Prime Ministers,22,Johan Ludwig Mowinckel,1924-07-25,1926-03-05,Liberal
Norway,Prime Ministers,23,Ivar Lykke,1926-03-05,1928-01-28,Conservative
Norway,Prime Ministers,24,Christopher Hornsrud,1928-01-28,1928-02-15,Labour
Norway,Prime Ministers,25,Johan Ludwig Mowinckel,1928-02-15,1931-05-12,Liberal
Norway,Prime Ministers,26,Peder Kolstad,1931-05-12,1932-03-05,Agrarian
Norway,Prime Ministers,27,Jens Hundseid,1932-03-14,1933-03-03,Agrarian
Norway,Prime Ministers,28,Johan Ludwig Mowinckel,1933-03-03,1935-03-20,Liberal
Norway,Prime Ministers,29,Johan Nygaardsvold,1935-03-20,1945-06-25,Labour
Norway,Prime Ministers,30,Einar Gerhardsen,1945-06-25,1951-11-19,Labour
Norway,Prime Ministers,31,Oscar Torp,1951-11-19,1955-01-22,Labour
Norway,Prime Ministers,32,Einar Gerhardsen,1955-01-22,1963-08-28,Labour
Norway,Prime Ministers,33,John Lyng,1963-08-28,1963-09-25,Conservative
Norway,Prime Ministers,34,Einar Gerhardsen,1963-09-25,1965-10-12,Labour
Norway,Prime Ministers,35,Per Borten,1965-10-12,1971-03-17,Centre
Norway,Prime Ministers,36,Trygve Bratteli,1971-03-17,1972-10-17,Labour
Norway,Prime Ministers,37,Lars Korvald,1972-10-17,1973-10-12,Christian Democratic
Norway,Prime Ministers,38,Trygve Bratteli,1973-10-12,1976-01-15,Labour
Norway,Prime Ministers,39,Odvar Nordli,1976-01-15,1981-02-04,Labour
Norway,Prime Ministers,40,Gro Harlem Brundtland,1981-02-04,1981-10-14,Labour
Norway,Prime Ministers,41,Kåre Willoch,1981-10-14,1986-05-09,Conservative
Norway,Prime Ministers,42,Gro Harlem Brundtland,1986-05-09,1989-10-16,Labour
Norway,Prime Ministers,43,Jan P. Syse,1989-10-16,1990-11-03,Conservative
Norway,Prime Ministers,44,Gro Harlem Brundtland,1990-11-03,1996-10-25,Labour
Norway,Prime Ministers,45,Thorbjørn Jagland,1996-10-25,1997-10-17,Labour
Norway,Prime Ministers,46,Kjell Magne Bondevik,1997-10-17,2000-03-17,Christian Democratic
Norway,Prime Ministers,47,Jens Stoltenberg,2000-03-17,2001-10-19,Labour
Norway,Prime Ministers,48,Kjell Magne Bondevik,2001-10-19,2005-10-17,Christian Democratic
Norway,Prime Ministers,49,Jens Stoltenberg,2005-10-17,2013-10-16,Labour
Norway,Prime Ministers,50,Erna Solberg,2013-10-16,2021-10-14,Conservative
Norway,Prime Ministers,51,Jonas Gahr Støre,2021-10-14,Incumbent,Labour
Sweden,Prime Ministers,1,Louis Gerhard De Geer,1876-03-20,1880-04-19,Independent
Sweden,Prime Ministers,2,Arvid Posse,1880-04-19,1883-06-13,Lantmanna
Sweden,Prime Ministers,3,Carl Johan Thyselius,1883-06-13,1884-05-16,Independent
Sweden,Prime Ministers,4,Robert Themptander,1884-05-16,1888-02-06,Independent
Sweden,Prime Ministers,5,Gillis Bildt,1888-02-06,1889-10-12,Independent
Sweden,Prime Ministers,6,Gustaf Åkerhielm,1889-10-12,1891-07-10,Protectionist
Sweden,Prime Ministers,7,Erik Gustaf Boström,1891-07-10,1900-09-12,Lantmanna
Sweden,Prime Ministers,8,Fredrik von Otter,1900-09-12,1902-07-05,Independent
Sweden,Prime Ministers,9,Erik Gustaf Boström,1902-07-05,1905-04-13,Lantmanna
Sweden,Prime Ministers,10,Johan Ramstedt,1905-04-13,1905-08-02,Independent
Sweden,Prime Ministers,11,Christian Lundeberg,1905-08-02,1905-11-07,Protectionist
Sweden,Prime Ministers,12,Karl Staaff,1905-11-07,1906-05-29,Liberal
Sweden,Prime Ministers,13,Arvid Lindman,1906-05-29,1911-10-07,General Electoral League
Sweden,Prime Ministers,14,Karl Staaff,1911-10-07,1914-02-17,Liberal
Sweden,Prime Ministers,15,Hjalmar Hammarskjöld,1914-02-17,1917-03-30,Independent
Sweden,Prime Ministers,16,Carl Swartz,1917-03-30,1917-10-19,National
Sweden,Prime Ministers,17,Nils Edén,1917-10-19,1920-03-10,Liberal
Sweden,Prime Ministers,18,Hjalmar Branting,1920-03-10,1920-10-27,Social Democratic
Sweden,Prime Ministers,19,Louis De Geer,1920-10-27,1921-02-23,Independent
Sweden,Prime Ministers,20,Oscar von Sydow,1921-02-23,1921-10-13,Independent
Sweden,Prime Ministers,21,Hjalmar Branting,1921-10-13,1923-04-19,Social Democratic
Sweden,Prime Ministers,22,Ernst Trygger,1923-04-19,1924-10-18,National
Sweden,Prime Ministers,23,Hjalmar Branting,1924-10-18,1925-01-24,Social Democratic
Sweden,Prime Ministers,24,Rickard Sandler,1925-01-24,1926-06-07,Social Democratic
Sweden,Prime Ministers,25,Carl Gustaf Ekman,1926-06-07,1928-10-02,Free-minded National
Sweden,Prime Ministers,26,Arvid Lindman,1928-10-02,1930-06-07,General Electoral League
Sweden,Prime Ministers,27,Carl Gustaf Ekman,1930-06-07,1932-08-06,Free-minded National
Sweden,Prime Ministers,28,Felix Hamrin,1932-08-06,1932-09-24,Free-minded National
Sweden,Prime Ministers,29,Per Albin Hansson,1932-09-24,1936-06-19,Social Democratic
Sweden,Prime Ministers,30,Axel Pehrsson-Bramstorp,1936-06-19,1936-09-28,Farmers' League
Sweden,Prime Ministers,31,Per Albin Hansson,1936-09-28,1946-10-06,Social Democratic
Sweden,Prime Ministers,32,Tage Erlander,1946-10-11,1969-10-14,Social Democratic
Sweden,Prime Ministers,33,Olof Palme,1969-10-14,1976-10-08,Social Democratic
Sweden,Prime Ministers,34,Thorbjörn Fälldin,1976-10-08,1978-10-18,Centre
Sweden,Prime Ministers,35,Ola Ullsten,1978-10-18,1979-10-12,Liberal
Sweden,Prime Ministers,36,Thorbjörn Fälldin,1979-10-12,1982-10-08,Centre
Sweden,Prime Ministers,37,Olof Palme,1982-10-08,1986-02-28,Social Democratic
Sweden,Prime Ministers,38,Ingvar Carlsson,1986-03-12,1991-10-04,Social Democratic
Sweden,Prime Ministers,39,Carl Bildt,1991-10-04,1994-10-07,Moderate
Sweden,Prime Ministers,40,Ingvar Carlsson,1994-10-07,1996-03-22,Social Democratic
Sweden,Prime Ministers,41,Göran Persson,1996-03-22,2006-10-06,Social Democratic
Sweden,Prime Ministers,42,Fredrik Reinfeldt,2006-10-06,2014-10-03,Moderate
Sweden,Prime Ministers,43,Stefan Löfven,2014-10-03,2021-11-30,Social Democratic
Sweden,Prime Ministers,44,Magdalena Andersson,2021-11-30,2022-10-18,Social Democratic
Sweden,Prime Ministers,45,Ulf Kristersson,2022-10-18,Incumbent,Moderate
Albania,Prime Ministers,1,Fatos Nano,1991-02-22,1991-06-04,Labour
Albania,Prime Ministers,2,Ylli Bufi,1991-06-11,1991-12-06,Socialist
Albania,Prime Ministers,3,Vilson Ahmeti,1991-12-18,1992-04-13,Independent
Albania,Prime Ministers,4,Aleksandër Meksi,1992-04-13,1997-03-11,Democratic
Albania,Prime Ministers,5,Bashkim Fino,1997-03-11,1997-07-24,Socialist
Albania,Prime Ministers,6,Fatos Nano,1997-07-24,1998-10-02,Socialist
Albania,Prime Ministers,7,Pandeli Majko,1998-10-02,1999-10-29,Socialist
Albania,Prime Ministers,8,Ilir Meta,1999-10-29,2002-01-29,Socialist
Albania,Prime Ministers,9,Pandeli Majko,2002-01-29,2002-07-31,Socialist
Albania,Prime Ministers,10,Fatos Nano,2002-07-31,2005-09-10,Socialist
Albania,Prime Ministers,11,Sali Berisha,2005-09-10,2013-09-15,Democratic
Albania,Prime Ministers,12,Edi Rama,2013-09-15,Incumbent,Socialist
Bosnia And Herzegovina,Chairmen of the Council of Ministers,1,Jure Pelivan,1992-06-15,1993-10-28,Croatian Democratic Union
Bosnia And Herzegovina,Chairmen of the Council of Ministers,2,Mile Akmadžić,1993-10-28,1994-06-09,Croatian Democratic Union
Bosnia And Herzegovina,Chairmen of the Council of Ministers,3,Haris Silajdžić,1994-06-09,1996-01-30,Party of Democratic Action
Bosnia And Herzegovina,Chairmen of the Council of Ministers,4,Hasan Muratović,1996-01-30,1997-01-03,Party of Democratic Action
Bosnia And Herzegovina,Chairmen of the Council of Ministers,5,Haris Silajdžić,1997-01-03,2000-02-06,Party for Bosnia and Herzegovina
Bosnia And Herzegovina,Chairmen of the Council of Ministers,6,Spasoje Tuševljak,2000-02-06,2000-11-02,Serbian Democratic
Bosnia And Herzegovina,Chairmen of the Council of Ministers,7,Martin Raguž,2000-11-02,2001-02-22,Croatian Democratic Union
Bosnia And Herzegovina,Chairmen of the Council of Ministers,8,Božidar Matić,2001-02-22,2001-07-18,Social Democratic
Bosnia And Herzegovina,Chairmen of the Council of Ministers,9,Zlatko Lagumdžija,2001-07-18,2002-03-15,Social Democratic
Bosnia And Herzegovina,Chairmen of the Council of Ministers,10,Dragan Mikerević,2002-03-15,2002-12-23,Party of Democratic Progress
Bosnia And Herzegovina,Chairmen of the Council of Ministers,11,Adnan Terzić,2002-12-23,2007-01-11,Party of Democratic Action
Bosnia And Herzegovina,Chairmen of the Council of Ministers,12,Nikola Špirić,2007-01-11,2012-01-12,Alliance of Independent Social Democrats
Bosnia And Herzegovina,Chairmen of the Council of Ministers,13,Vjekoslav Bevanda,2012-01-12,2015-03-31,Croatian Democratic Union
Bosnia And Herzegovina,Chairmen of the Council of Ministers,14,Denis Zvizdić,2015-03-31,2019-01-25,Party of Democratic Action
Bosnia And Herzegovina,Chairmen of the Council of Ministers,15,Zoran Tegeltija,2019-01-25,2023-01-25,Alliance of Independent Social Democrats
Bosnia And Herzegovina,Chairmen of the Council of Ministers,16,Borjana Krišto,2023-01-25,Incumbent,Croatian Democratic Union
Bulgaria,Prime Ministers,1,Dimitar Popov,1990-12-07,1991-11-08,Independent
Bulgaria,Prime Ministers,2,Philip Dimitrov,1991-11-08,1992-12-30,Union of Democratic Forces
Bulgaria,Prime Ministers,3,Lyuben Berov,1992-12-30,1994-10-17,Independent
Bulgaria,Prime Ministers,4,Reneta Indzhova,1994-10-17,1995-01-25,Independent
Bulgaria,Prime Ministers,5,Zhan Videnov,1995-01-25,1997-02-13,Bulgarian Socialist
Bulgaria,Prime Ministers,6,Stefan Sofiyanski,1997-02-13,1997-05-21,Union of Democratic Forces
Bulgaria,Prime Ministers,7,Ivan Kostov,1997-05-21,2001-07-24,Union of Democratic Forces
Bulgaria,Prime Ministers,8,Simeon Sakskoburggotski,2001-07-24,2005-08-17,National Movement Simeon II
Bulgaria,Prime Ministers,9,Sergey Stanishev,2005-08-17,2009-07-27,Bulgarian Socialist
Bulgaria,Prime Ministers,10,Boyko Borisov,2009-07-27,2013-03-13,GERB
Bulgaria,Prime Ministers,11,Marin Raykov,2013-03-13,2013-05-29,Independent
Bulgaria,Prime Ministers,12,Plamen Oresharski,2013-05-29,2014-08-06,Independent
Bulgaria,Prime Ministers,13,Georgi Bliznashki,2014-08-06,2014-11-07,Independent
Bulgaria,Prime Ministers,14,Boyko Borisov,2014-11-07,2017-01-27,GERB
Bulgaria,Prime Ministers,15,Ognyan Gerdzhikov,2017-01-27,2017-05-04,Independent
Bulgaria,Prime Ministers,16,Boyko Borisov,2017-05-04,2021-05-12,GERB
Bulgaria,Prime Ministers,17,Stefan Yanev,2021-05-12,2021-12-13,Independent
Bulgaria,Prime Ministers,18,Kiril Petkov,2021-12-13,2022-08-02,We Continue the Change
Bulgaria,Prime Ministers,19,Galab Donev,2022-08-02,2023-06-06,Independent
Bulgaria,Prime Ministers,20,Nikolai Denkov,2023-06-06,2024-04-09,We Continue the Change
Bulgaria,Prime Ministers,21,Dimitar Glavchev,2024-04-09,2025-01-16,Independent
Bulgaria,Prime Ministers,22,Rosen Zhelyazkov,2025-01-16,Incumbent,GERB
Croatia,Prime Ministers,1,Stjepan Mesić,1990-05-30,1990-08-24,Croatian Democratic Union
Croatia,Prime Ministers,2,Josip Manolić,1990-08-24,1991-07-17,Croatian Democratic Union
Croatia,Prime Ministers,3,Franjo Gregurić,1991-07-17,1992-08-12,Croatian Democratic Union
Croatia,Prime Ministers,4,Hrvoje Šarinić,1992-08-12,1993-04-03,Croatian Democratic Union
Croatia,Prime Ministers,5,Nikica Valentić,1993-04-03,1995-11-07,Croatian Democratic Union
Croatia,Prime Ministers,6,Zlatko Mateša,1995-11-07,2000-01-27,Croatian Democratic Union
Croatia,Prime Ministers,7,Ivica Račan,2000-01-27,2003-12-23,Social Democratic
Croatia,Prime Ministers,8,Ivo Sanader,2003-12-23,2009-07-06,Croatian Democratic Union
Croatia,Prime Ministers,9,Jadranka Kosor,2009-07-06,2011-12-23,Croatian Democratic Union
Croatia,Prime Ministers,10,Zoran Milanović,2011-12-23,2016-01-22,Social Democratic
Croatia,Prime Ministers,11,Tihomir Orešković,2016-01-22,2016-10-19,Independent
Croatia,Prime Ministers,12,Andrej Plenković,2016-10-19,Incumbent,Croatian Democratic Union
Greece,Prime Ministers,1,Konstantinos Karamanlis,1974-07-24,1980-05-10,New Democracy
Greece,Prime Ministers,2,Georgios Rallis,1980-05-10,1981-10-21,New Democracy
Greece,Prime Ministers,3,Andreas Papandreou,1981-10-21,1989-07-02,Panhellenic Socialist Movement
Greece,Prime Ministers,4,Tzannis Tzannetakis,1989-07-02,1989-10-11,New Democracy
Greece,Prime Ministers,5,Ioannis Grivas,1989-10-11,1989-11-23,Independent
Greece,Prime Ministers,6,Xenophon Zolotas,1989-11-23,1990-04-11,Independent
Greece,Prime Ministers,7,Konstantinos Mitsotakis,1990-04-11,1993-10-13,New Democracy
Greece,Prime Ministers,8,Andreas Papandreou,1993-10-13,1996-01-22,Panhellenic Socialist Movement
Greece,Prime Ministers,9,Costas Simitis,1996-01-22,2004-03-10,Panhellenic Socialist Movement
Greece,Prime Ministers,10,Kostas Karamanlis,2004-03-10,2009-10-06,New Democracy
Greece,Prime Ministers,11,George Papandreou,2009-10-06,2011-11-11,Panhellenic Socialist Movement
Greece,Prime Ministers,12,Lucas Papademos,2011-11-11,2012-05-16,Independent
Greece,Prime Ministers,13,Panagiotis Pikrammenos,2012-05-16,2012-06-20,Independent
Greece,Prime Ministers,14,Antonis Samaras,2012-06-20,2015-01-26,New Democracy
Greece,Prime Ministers,15,Alexis Tsipras,2015-01-26,2015-08-27,Coalition of the Radical Left
Greece,Prime Ministers,16,Vassiliki Thanou-Christophilou,2015-08-27,2015-09-21,Independent
Greece,Prime Ministers,17,Alexis Tsipras,2015-09-21,2019-07-08,Coalition of the Radical Left
Greece,Prime Ministers,18,Kyriakos Mitsotakis,2019-07-08,2023-05-25,New Democracy
Greece,Prime Ministers,19,Ioannis Sarmas,2023-05-25,2023-06-26,Independent
Greece,Prime Ministers,20,Kyriakos Mitsotakis,2023-06-26,Incumbent,New Democracy
Montenegro,Prime Ministers,1,Milo Đukanović,1991-02-15,1998-02-05,Democratic Party of Socialists
Montenegro,Prime Ministers,2,Filip Vujanović,1998-02-05,2002-11-25,Democratic Party of Socialists
Montenegro,Prime Ministers,3,Milo Đukanović,2003-01-08,2006-11-10,Democratic Party of Socialists
Montenegro,Prime Ministers,4,Željko Šturanović,2006-11-10,2008-02-29,Democratic Party of Socialists
Montenegro,Prime Ministers,5,Milo Đukanović,2008-02-29,2010-12-29,Democratic Party of Socialists
Montenegro,Prime Ministers,6,Igor Lukšić,2010-12-29,2012-12-04,Democratic Party of Socialists
Montenegro,Prime Ministers,7,Milo Đukanović,2012-12-04,2016-11-28,Democratic Party of Socialists
Montenegro,Prime Ministers,8,Duško Marković,2016-11-28,2020-12-04,Democratic Party of Socialists
Montenegro,Prime Ministers,9,Zdravko Krivokapić,2020-12-04,2022-04-28,Independent
Montenegro,Prime Ministers,10,Dritan Abazović,2022-04-28,2023-10-31,United Reform Action
Montenegro,Prime Ministers,11,Milojko Spajić,2023-10-31,Incumbent,Europe Now!
North Macedonia,Prime Ministers,1,Nikola Kljusev,1991-03-27,1992-07-04,Independent
North Macedonia,Prime Ministers,2,Branko Crvenkovski,1992-07-04,1998-11-30,Social Democratic Union
North Macedonia,Prime Ministers,3,Ljubčo Georgievski,1998-11-30,2002-11-01,Internal Macedonian Revolutionary Organization
North Macedonia,Prime Ministers,4,Branko Crvenkovski,2002-11-01,2004-05-12,Social Democratic Union
North Macedonia,Prime Ministers,5,Radmila Šekerinska,2004-05-12,2004-06-02,Social Democratic Union
North Macedonia,Prime Ministers,6,Hari Kostov,2004-06-02,2004-11-18,Independent
North Macedonia,Prime Ministers,7,Radmila Šekerinska,2004-11-18,2004-12-17,Social Democratic Union
North Macedonia,Prime Ministers,8,Vlado Bučkovski,2004-12-17,2006-08-27,Social Democratic Union
North Macedonia,Prime Ministers,9,Nikola Gruevski,2006-08-27,2016-01-18,Internal Macedonian Revolutionary Organization
North Macedonia,Prime Ministers,10,Emil Dimitriev,2016-01-18,2017-05-31,Internal Macedonian Revolutionary Organization
North Macedonia,Prime Ministers,11,Zoran Zaev,2017-05-31,2020-01-03,Social Democratic Union
North Macedonia,Prime Ministers,12,Oliver Spasovski,2020-01-03,2020-08-30,Social Democratic Union
North Macedonia,Prime Ministers,13,Zoran Zaev,2020-08-30,2022-01-17,Social Democratic Union
North Macedonia,Prime Ministers,14,Dimitar Kovačevski,2022-01-17,2024-01-28,Social Democratic Union
North Macedonia,Prime Ministers,15,Talat Xhaferi,2024-01-28,2024-06-23,Democratic Union for Integration
North Macedonia,Prime Ministers,16,Hristijan Mickoski,2024-06-23,Incumbent,Internal Macedonian Revolutionary Organization
Serbia,Presidents,1,Slobodan Milošević,1991-01-11,1997-07-23,Socialist
Serbia,Presidents,2,Milan Milutinović,1997-12-29,2002-12-29,Socialist
Serbia,Presidents,3,Boris Tadić,2004-07-11,2012-04-05,Democratic
Serbia,Presidents,4,Slobodan Nikolić,2012-04-05,2012-05-31,Democratic
Serbia,Presidents,5,Tomislav Nikolić,2012-05-31,2017-05-31,Serbian Progressive
Serbia,Presidents,6,Aleksandar Vučić,2017-05-31,Incumbent,Serbian Progressive
Slovenia,Prime Ministers,1,Lojze Peterle,1990-05-16,1992-05-14,Slovenian Christian Democrats
Slovenia,Prime Ministers,2,Janez Drnovšek,1992-05-14,2000-05-07,Liberal Democracy
Slovenia,Prime Ministers,3,Andrej Bajuk,2000-05-07,2000-11-17,Slovenian People's
Slovenia,Prime Ministers,4,Janez Drnovšek,2000-11-17,2002-12-11,Liberal Democracy
Slovenia,Prime Ministers,5,Anton Rop,2002-12-11,2004-11-09,Liberal Democracy
Slovenia,Prime Ministers,6,Janez Janša,2004-11-09,2008-11-21,Slovenian Democratic
Slovenia,Prime Ministers,7,Borut Pahor,2008-11-21,2012-02-10,Social Democrats
Slovenia,Prime Ministers,8,Janez Janša,2012-02-10,2013-03-20,Slovenian Democratic
Slovenia,Prime Ministers,9,Alenka Bratušek,2013-03-20,2014-09-18,Positive Slovenia
Slovenia,Prime Ministers,10,Miro Cerar,2014-09-18,2018-09-13,Modern Centre
Slovenia,Prime Ministers,11,Marjan Šarec,2018-09-13,2020-03-13,Marjan Šarec List
Slovenia,Prime Ministers,12,Janez Janša,2020-03-13,2022-06-01,Slovenian Democratic
Slovenia,Prime Ministers,13,Robert Golob,2022-06-01,Incumbent,Freedom Movement
Andorra,Prime Ministers,1,Òscar Ribas Reig,1982-01-04,1984-05-21,Independent
Andorra,Prime Ministers,2,Josep Pintat Solans,1984-05-21,1990-01-12,Independent
Andorra,Prime Ministers,3,Òscar Ribas Reig,1990-01-12,1994-11-19,National Democratic Group
Andorra,Prime Ministers,4,Marc Forné Molné,1994-11-19,2005-05-27,Liberal Party
Andorra,Prime Ministers,5,Albert Pintat,2005-05-27,2009-06-05,Liberal Party
