sport,gender,competition_tour,competition_type,competition,competition_area,season,month,host_city,host_state,host_country,champion,champion_conference,champion_score,champion_manager,champion_manager_country,runner_up,runner_up_conference,runner_up_score,host_venue,attendance,third_place,third_place_conference,fourth_place,number_of_teams
Football,,England,,FA Cup,,1925-26,,,,,Bolton Wanderers,,1-0,,,Manchester City,,,Wembley Stadium (original),"91,447",,,,
Football,,England,,FA Cup,,1926-27,,,,,Wales Cardiff City,,1-0,,,Arsenal,,,Wembley Stadium (original),"91,206",,,,
Football,,England,,FA Cup,,1927-28,,,,,Blackburn Rovers,,3-1,,,Huddersfield Town,,,Wembley Stadium (original),"92,041",,,,
Football,,England,,FA Cup,,1928-29,,,,,Bolton Wanderers,,2-0,,,Portsmouth,,,Wembley Stadium (original),"92,576",,,,
Football,,England,,FA Cup,,1929-30,,,,,Arsenal,,2-0,,,Huddersfield Town,,,Wembley Stadium (original),"92,488",,,,
Football,,England,,FA Cup,,1930-31,,,,,West Bromwich Albion,,2-1,,,Birmingham,,,Wembley Stadium (original),"92,406",,,,
Football,,England,,FA Cup,,1931-32,,,,,Newcastle United,,2-1,,,Arsenal,,,Wembley Stadium (original),"92,298",,,,
Football,,England,,FA Cup,,1932-33,,,,,Everton,,3-0,,,Manchester City,,,Wembley Stadium (original),"92,950",,,,
Football,,England,,FA Cup,,1933-34,,,,,Manchester City,,2-1,,,Portsmouth,,,Wembley Stadium (original),"93,258",,,,
Football,,England,,FA Cup,,1934-35,,,,,Sheffield Wednesday,,4-2,,,West Bromwich Albion,,,Wembley Stadium (original),"93,204",,,,
Football,,England,,FA Cup,,1935-36,,,,,Arsenal,,1-0,,,Sheffield United,,,Wembley Stadium (original),"93,384",,,,
Football,,England,,FA Cup,,1936-37,,,,,Sunderland,,3-1,,,Preston North End,,,Wembley Stadium (original),"93,495",,,,
Football,,England,,FA Cup,,1937-38,,,,,Preston North End,,1-0,,,Huddersfield Town,,,Wembley Stadium (original),"93,497",,,,
Football,,England,,FA Cup,,1938-39,,,,,Portsmouth,,4-1,,,Wolverhampton Wanderers,,,Wembley Stadium (original),"99,370",,,,
Football,,England,,FA Cup,,1945-46,,,,,Derby County,,4-1,,,Charlton Athletic,,,Wembley Stadium (original),"98,000",,,,
Football,,England,,FA Cup,,1946-47,,,,,Charlton Athletic,,1-0,,,Burnley,,,Wembley Stadium (original),"99,000",,,,
Football,,England,,FA Cup,,1947-48,,,,,Manchester United,,4-2,,,Blackpool,,,Wembley Stadium (original),"99,000",,,,
Football,,England,,FA Cup,,1948-49,,,,,Wolverhampton Wanderers,,3-1,,,Leicester City,,,Wembley Stadium (original),"99,000",,,,
Football,,England,,FA Cup,,1949-50,,,,,Arsenal,,2-0,,,Liverpool,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1950-51,,,,,Newcastle United,,2-0,,,Blackpool,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1951-52,,,,,Newcastle United,,1-0,,,Arsenal,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1952-53,,,,,Blackpool,,4-3,,,Bolton Wanderers,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1953-54,,,,,West Bromwich Albion,,3-2,,,Preston North End,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1954-55,,,,,Newcastle United,,3-1,,,Manchester City,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1955-56,,,,,Manchester City,,3-1,,,Birmingham City,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1956-57,,,,,Aston Villa,,2-1,,,Manchester United,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1957-58,,,,,Bolton Wanderers,,2-0,,,Manchester United,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1958-59,,,,,Nottingham Forest,,2-1,,,Luton Town,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1959-60,,,,,Wolverhampton Wanderers,,3-0,,,Blackburn Rovers,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1960-61,,,,,Tottenham Hotspur,,2-0,,,Leicester City,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1961-62,,,,,Tottenham Hotspur,,3-1,,,Burnley,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1962-63,,,,,Manchester United,,3-1,,,Leicester City,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1963-64,,,,,West Ham United,,3-2,,,Preston North End,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1964-65,,,,,Liverpool,,2-1,,,Leeds United,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1965-66,,,,,Everton,,3-2,,,Sheffield Wednesday,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1966-67,,,,,Tottenham Hotspur,,2-1,,,Chelsea,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1967-68,,,,,West Bromwich Albion,,1-0,,,Everton,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1968-69,,,,,Manchester City,,1-0,,,Leicester City,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1969-70,,,,,Chelsea,,2-2,,,Leeds United,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1970-71,,,,,Arsenal,,2-1,,,Liverpool,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1971-72,,,,,Leeds United,,1-0,,,Arsenal,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1972-73,,,,,Sunderland,,1-0,,,Leeds United,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1973-74,,,,,Liverpool,,3-0,,,Newcastle United,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1974-75,,,,,West Ham United,,2-0,,,Fulham,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1975-76,,,,,Southampton,,1-0,,,Manchester United,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1976-77,,,,,Manchester United,,2-1,,,Liverpool,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1977-78,,,,,Ipswich Town,,1-0,,,Arsenal,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1978-79,,,,,Arsenal,,3-2,,,Manchester United,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1979-80,,,,,West Ham United,,1-0,,,Arsenal,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1980-81,,,,,Tottenham Hotspur,,1-1,,,Manchester City,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1981-82,,,,,Tottenham Hotspur,,1-1,,,Queens Park Rangers,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1982-83,,,,,Manchester United,,2-2,,,Brighton & Hove Albion,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1983-84,,,,,Everton,,2-0,,,Watford,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1984-85,,,,,Manchester United,,1-0,,,Everton,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,1985-86,,,,,Liverpool,,3-1,,,Everton,,,Wembley Stadium (original),"98,000",,,,
Football,,England,,FA Cup,,1986-87,,,,,Coventry City,,3-2,,,Tottenham Hotspur,,,Wembley Stadium (original),"98,000",,,,
Football,,England,,FA Cup,,1987-88,,,,,Wimbledon,,1-0,,,Liverpool,,,Wembley Stadium (original),"98,203",,,,
Football,,England,,FA Cup,,1988-89,,,,,Liverpool,,3-2,,,Everton,,,Wembley Stadium (original),"82,500",,,,
Football,,England,,FA Cup,,1989-90,,,,,Manchester United,,3-3,,,Crystal Palace,,,Wembley Stadium (original),"80,000",,,,
Football,,England,,FA Cup,,1990-91,,,,,Tottenham Hotspur,,2-1,,,Nottingham Forest,,,Wembley Stadium (original),"80,000",,,,
Football,,England,,FA Cup,,1991-92,,,,,Liverpool,,2-0,,,Sunderland,,,Wembley Stadium (original),"80,000",,,,
Football,,England,,FA Cup,,1992-93,,,,,Arsenal,,1-1,,,Sheffield Wednesday,,,Wembley Stadium (original),"79,347",,,,
Football,,England,,FA Cup,,1993-94,,,,,Manchester United,,4-0,,,Chelsea,,,Wembley Stadium (original),"79,634",,,,
Football,,England,,FA Cup,,1994-95,,,,,Everton,,1-0,,,Manchester United,,,Wembley Stadium (original),"79,592",,,,
Football,,England,,FA Cup,,1995-96,,,,,Manchester United,,1-0,,,Liverpool,,,Wembley Stadium (original),"79,007",,,,
Football,,England,,FA Cup,,1996-97,,,,,Chelsea,,2-0,,,Middlesbrough,,,Wembley Stadium (original),"79,160",,,,
Football,,England,,FA Cup,,1997-98,,,,,Arsenal,,2-0,,,Newcastle United,,,Wembley Stadium (original),"79,183",,,,
Football,,England,,FA Cup,,1998-99,,,,,Manchester United,,2-0,,,Newcastle United,,,Wembley Stadium (original),"79,101",,,,
Football,,England,,FA Cup,,1999-2000,,,,,Chelsea,,1-0,,,Aston Villa,,,Wembley Stadium (original),"78,217",,,,
Football,,England,,FA Cup,,2000-01,,,,,Liverpool,,2-1,,,Arsenal,,,Millennium Stadium,"72,500",,,,
Football,,England,,FA Cup,,2001-02,,,,,Arsenal,,2-0,,,Chelsea,,,Millennium Stadium,"73,963",,,,
Football,,England,,FA Cup,,2002-03,,,,,Arsenal,,1-0,,,Southampton,,,Millennium Stadium,"73,726",,,,
Football,,England,,FA Cup,,2003-04,,,,,Manchester United,,3-0,,,Millwall,,,Millennium Stadium,"71,350",,,,
Football,,England,,FA Cup,,2004-05,,,,,Arsenal,,0-0,,,Manchester United,,,Millennium Stadium,"71,876",,,,
Football,,England,,FA Cup,,2005-06,,,,,Liverpool,,3-3,,,West Ham United,,,Millennium Stadium,"71,140",,,,
Football,,England,,FA Cup,,2006-07,,,,,Chelsea,,1-0,,,Manchester United,,,Wembley Stadium,"89,826",,,,
Football,,England,,FA Cup,,2007-08,,,,,Portsmouth,,1-0,,,Wales Cardiff City,,,Wembley Stadium,"89,874",,,,
Football,,England,,FA Cup,,2008-09,,,,,Chelsea,,2-1,,,Everton,,,Wembley Stadium,"89,391",,,,
Football,,England,,FA Cup,,2009-10,,,,,Chelsea,,1-0,,,Portsmouth,,,Wembley Stadium,"88,335",,,,
Football,,England,,FA Cup,,2010-11,,,,,Manchester City,,1-0,,,Stoke City,,,Wembley Stadium,"88,643",,,,
Football,,England,,FA Cup,,2011-12,,,,,Chelsea,,2-1,,,Liverpool,,,Wembley Stadium,"89,041",,,,
Football,,England,,FA Cup,,2012-13,,,,,Wigan Athletic,,1-0,,,Manchester City,,,Wembley Stadium,"86,254",,,,
Football,,England,,FA Cup,,2013-14,,,,,Arsenal,,3-2,,,Hull City,,,Wembley Stadium,"89,345",,,,
Football,,England,,FA Cup,,2014-15,,,,,Arsenal,,4-0,,,Aston Villa,,,Wembley Stadium,"89,283",,,,
Football,,England,,FA Cup,,2015-16,,,,,Manchester United,,2-1,,,Crystal Palace,,,Wembley Stadium,"88,619",,,,
Football,,England,,FA Cup,,2016-17,,,,,Arsenal,,2-1,,,Chelsea,,,Wembley Stadium,"89,472",,,,
Football,,England,,FA Cup,,2017-18,,,,,Chelsea,,1-0,,,Manchester United,,,Wembley Stadium,"87,647",,,,
Football,,England,,FA Cup,,2018-19,,,,,Manchester City,,6-0,,,Watford,,,Wembley Stadium,"85,854",,,,
Football,,England,,FA Cup,,2019-20,,,,,Arsenal,,2-1,,,Chelsea,,,Wembley Stadium,0,,,,
Football,,England,,FA Cup,,2020-21,,,,,Leicester City,,1-0,,,Chelsea,,,Wembley Stadium,"20,000",,,,
Football,,England,,FA Cup,,2021-22,,,,,Liverpool,,0-0,,,Chelsea,,,Wembley Stadium,"84,897",,,,
Football,,England,,FA Cup,,2022-23,,,,,Manchester City,,2-1,,,Manchester United,,,Wembley Stadium,"83,179",,,,
Football,,England,,FA Cup,,,,,,,,,2-0,,,,,,Kennington Oval,"3,000",,,,
Football,,England,,FA Cup,,,,,,,,,3-0,,,,,,Kennington Oval,"1,500",,,,
Football,,England,,FA Cup,,,,,,,,,2-0,,,,,,Racecourse Ground,"12,000",,,,
Football,,England,,FA Cup,,,,,,,,,3-1,,,,,,Burnden Park,"20,470",,,,
Football,,England,,FA Cup,,,,,,,,,2-1,,,,,,Crystal Palace,"33,068",,,,
Football,,England,,FA Cup,,,,,,,,,2-0,,,,,,Goodison Park,"69,000",,,,
Football,,England,,FA Cup,,,,,,,,,1-0,,,,,,Old Trafford,"58,000",,,,
Football,,England,,FA Cup,,,,,,,,,1-0,,,,,,Bramall Lane,"38,555",,,,
Football,,England,,FA Cup,,,,,,,,,2-1,,,,,,Old Trafford,"62,078",,,,
Football,,England,,FA Cup,,,,,,,,,3-2,,,,,,Wembley Stadium (original),"92,000",,,,
Football,,England,,FA Cup,,,,,,,,,1-0,,,,,,Wembley Stadium (original),"90,000",,,,
Football,,England,,FA Cup,,,,,,,,,4-0,,,,,,Wembley Stadium (original),"100,000",,,,
Football,,England,,FA Cup,,,,,,,,,1-0,,,,,,Wembley Stadium (original),"80,000",,,,
Football,,England,,FA Cup,,,,,,,,,2-1,,,,,,Wembley Stadium (original),"62,267",,,,
Football,male,,,FIFA Confederations Cup,World,1992,,,,Saudi Arabia,Argentina ,,3,,,Saudi Arabia ,,1.0,,,,,,
Football,male,,,FIFA Confederations Cup,World,1995,,,,Saudi Arabia,Denmark,,2,,,Argentina ,,0.0,,,,,,
Football,male,,,FIFA Confederations Cup,World,1997,,,,Saudi Arabia,Brazil ,,6,,,Australia,,0.0,,,,,,
Football,male,,,FIFA Confederations Cup,World,1999,,,,Mexico,Mexico,,4,,,Brazil ,,3.0,,,,,,
Football,male,,,FIFA Confederations Cup,World,2001,,,,South Korea;Japan,France,,1,,,Japan,,0.0,,,,,,
Football,male,,,FIFA Confederations Cup,World,2003,,,,France,France,,1,,,Cameroon ,,0.0,,,,,,
Football,male,,,FIFA Confederations Cup,World,2005,,,,Germany,Brazil,,4,,,Argentina,,1.0,,,,,,
Football,male,,,FIFA Confederations Cup,World,2009,,,,South Africa,Brazil,,3,,,United States ,,2.0,,,,,,
Football,male,,,FIFA Confederations Cup,World,2013,,,,Brazil,Brazil,,3,,,Spain,,0.0,,,,,,
Football,male,,,FIFA Confederations Cup,World,2017,,,,Russia,Germany,,1,,,Chile,,0.0,,,,,,
Football,female,,,FIFA Women's World Cup,World,1991,,,,China,United States,,,,,Norway,,,,,Sweden,,Germany,
Football,female,,,FIFA Women's World Cup,World,1995,,,,Sweden,Norway,,,,,Germany,,,,,United States,,China,
Football,female,,,FIFA Women's World Cup,World,1999,,,,United States,United States,,,,,China,,,,,Brazil,,Norway,
Football,female,,,FIFA Women's World Cup,World,2003,,,,United States,Germany,,,,,Sweden,,,,,United States,,Canada,
Football,female,,,FIFA Women's World Cup,World,2007,,,,China,Germany,,,,,United States,,,,,United States,,Norway,
Football,female,,,FIFA Women's World Cup,World,2011,,,,Germany,Japan,,,,,United States,,,,,Sweden,,France,
Football,female,,,FIFA Women's World Cup,World,2015,,,,Canada,United States,,,,,Japan,,,,,England,,Germany,
Football,female,,,FIFA Women's World Cup,World,2019,,,,France,United States,,,,,Netherlands,,,,,Sweden,,England,
Football,male,,,FIFA World Cup,World,1930,,,,Uruguay,Uruguay,,,,,Argentina,,,,,United States,,Yugoslavia,
Football,male,,,FIFA World Cup,World,1934,,,,Italy,Italy,,,,,Czechoslovakia,,,,,Germany,,Austria,
Football,male,,,FIFA World Cup,World,1938,,,,France,Italy,,,,,Hungary,,,,,Brazil,,Sweden,
Football,male,,,FIFA World Cup,World,1950,,,,Brazil,Uruguay,,,,,Brazil,,,,,Sweden,,Spain,
Football,male,,,FIFA World Cup,World,1954,,,,Switzerland,West Germany,,,,,Hungary,,,,,Austria,,Uruguay,
Football,male,,,FIFA World Cup,World,1958,,,,Sweden,Brazil,,,,,Sweden,,,,,France,,West Germany,
Football,male,,,FIFA World Cup,World,1962,,,,Chile,Brazil,,,,,Czechoslovakia,,,,,Chile,,Yugoslavia,
Football,male,,,FIFA World Cup,World,1966,,,,England,England,,,,,West Germany,,,,,Portugal,,Soviet Union,
Football,male,,,FIFA World Cup,World,1970,,,,Mexico,Brazil,,,,,Italy,,,,,West Germany,,Uruguay,
Football,male,,,FIFA World Cup,World,1974,,,,West Germany,West Germany,,,,,Netherlands,,,,,Poland,,Brazil,
Football,male,,,FIFA World Cup,World,1978,,,,Argentina,Argentina,,,,,Netherlands,,,,,Brazil,,Italy,
Football,male,,,FIFA World Cup,World,1982,,,,Spain,Italy,,,,,West Germany,,,,,Poland,,France,
Football,male,,,FIFA World Cup,World,1986,,,,Mexico,Argentina,,,,,West Germany,,,,,France,,Belgium,
Football,male,,,FIFA World Cup,World,1990,,,,Italy,West Germany,,,,,Argentina,,,,,Italy,,England,
Football,male,,,FIFA World Cup,World,1994,,,,United States,Brazil,,,,,Italy,,,,,Sweden,,Bulgaria,
Football,male,,,FIFA World Cup,World,1998,,,,France,France,,,,,Brazil,,,,,Croatia,,Netherlands,
Football,male,,,FIFA World Cup,World,2002,,,,South Korea;Japan,Brazil,,,,,Germany,,,,,Turkey,,South Korea,
Football,male,,,FIFA World Cup,World,2006,,,,Germany,Italy,,,,,France,,,,,Germany,,Uruguay,
Football,male,,,FIFA World Cup,World,2010,,,,South Africa,Spain,,,,,Netherlands,,,,,Germany,,Uruguay,
Football,male,,,FIFA World Cup,World,2014,,,,Brazil,Germany,,,,,Argentina,,,,,Netherlands,,Brazil,
Football,male,,,FIFA World Cup,World,2018,,,,Russia,France,,,,,Croatia,,,,,Belgium,,England,
Football,male,,,FIFA World Cup,World,2022,,,,Qatar,Argentina,,,,,France,,,,,Croatia,,Morocco,
Football,,,,Leagues Cup,,2019,,Whitney,Nevada,United States,Cruz Azul,Mexico,2-1,,,UANL,Mexico,,Sam Boyd Stadium,,,,,
Football,,,,Leagues Cup,,2021,,Paradise,Nevada,United States,León,Mexico,3-2,,,Seattle Sounders FC,United States,,Allegiant Stadium,,,,,
Football,,,,Leagues Cup,,2023,,Nashville,Tennessee,United States,Inter Miami CF,United States,1-1 (10-9),,,Nashville SC ,United States,,Geodis Park ,,,,,
Football,,United States,,MLS Cup,,1996,,,,,D.C. United,,,,,Los Angeles Galaxy,,,,,,,,
Football,,United States,,MLS Cup,,1997,,,,,D.C. United,,,,,Colorado Rapids,,,,,,,,
Football,,United States,,MLS Cup,,1998,,,,,Chicago Fire,,,,,D.C. United,,,,,,,,
Football,,United States,,MLS Cup,,1999,,,,,D.C. United,,,,,Los Angeles Galaxy,,,,,,,,
Football,,United States,,MLS Cup,,2000,,,,,Kansas City Wizards,,,,,Chicago Fire,,,,,,,,
Football,,United States,,MLS Cup,,2001,,,,,San Jose Earthquakes,,,,,Los Angeles Galaxy,,,,,,,,
Football,,United States,,MLS Cup,,2002,,,,,Los Angeles Galaxy,,,,,New England Revolution,,,,,,,,
Football,,United States,,MLS Cup,,2003,,,,,San Jose Earthquakes,,,,,Chicago Fire,,,,,,,,
Football,,United States,,MLS Cup,,2004,,,,,D.C. United,,,,,Kansas City Wizards,,,,,,,,
Football,,United States,,MLS Cup,,2005,,,,,Los Angeles Galaxy,,,,,New England Revolution,,,,,,,,
Football,,United States,,MLS Cup,,2006,,,,,Houston Dynamo,,,,,New England Revolution,,,,,,,,
Football,,United States,,MLS Cup,,2007,,,,,Houston Dynamo,,,,,New England Revolution,,,,,,,,
Football,,United States,,MLS Cup,,2008,,,,,Columbus Crew SC,,,,,New York Red Bulls,,,,,,,,
Football,,United States,,MLS Cup,,2009,,,,,Real Salt Lake,,,,,Los Angeles Galaxy,,,,,,,,
Football,,United States,,MLS Cup,,2010,,,,,Colorado Rapids,,,,,FC Dallas,,,,,,,,
Football,,United States,,MLS Cup,,2011,,,,,Los Angeles Galaxy,,,,,Houston Dynamo,,,,,,,,
Football,,United States,,MLS Cup,,2012,,,,,Los Angeles Galaxy,,,,,Houston Dynamo,,,,,,,,
Football,,United States,,MLS Cup,,2013,,,,,Sporting Kansas City,,,,,Real Salt Lake,,,,,,,,
Football,,United States,,MLS Cup,,2014,,,,,Los Angeles Galaxy,,,,,New England Revolution,,,,,,,,
Football,,United States,,MLS Cup,,2015,,,,,Portland Timbers,,,,,Columbus Crew SC,,,,,,,,
Football,,United States,,MLS Cup,,2016,,,,,Seattle Sounders FC,,,,,Toronto FC,,,,,,,,
Football,,United States,,MLS Cup,,2017,,,,,Toronto FC,,,,,Seattle Sounders FC,,,,,,,,
Football,,United States,,MLS Cup,,2018,,,,,Atlanta United FC,,,,,Portland Timbers,,,,,,,,
Football,,United States,,MLS Cup,,2019,,,,,Seattle Sounders FC,,,,,Toronto FC,,,,,,,,
Football,,United States,,MLS Cup,,2020,,,,,Columbus Crew SC,,,,,Seattle Sounders FC,,,,,,,,
Football,,United States,,MLS Cup,,2021,,,,,New York City FC,,,,,Portland Timbers,,,,,,,,
Football,,United States,,MLS Cup,,2022,,,,,Los Angeles FC,,,,,Philadelphia Union,,,,,,,,
Football,,United States,,U.S. Open Cup,,1970,,,,,Elizabeth S.C.,,2-1,,,Los Angeles Croatia,,,,,,,,
Football,,United States,,U.S. Open Cup,,1971,,,,,New York Hota Bavarian S.C.,,6-4,,,San Pedro Yugoslavs,,,,,,,,
Football,,United States,,U.S. Open Cup,,1972,,,,,Elizabeth S.C.,,1-0,,,San Pedro Yugoslavs,,,,,,,,
Football,,United States,,U.S. Open Cup,,1973,,,,,Maccabee Los Angeles,,5-3,,,Cleveland Inter,,,,,,,,
Football,,United States,,U.S. Open Cup,,1974,,,,,Greek American AA,,2-0,,,Chicago Croatian,,,,,,,,
Football,,United States,,U.S. Open Cup,,1975,,,,,Maccabee Los Angeles,,1-0,,,New York Inter-Giuliana,,,,,,,,
Football,,United States,,U.S. Open Cup,,1976,,,,,San Francisco I.A.C.,,1-0,,,New York Inter-Giuliana,,,,,,,,
Football,,United States,,U.S. Open Cup,,1977,,,,,Maccabee Los Angeles,,5-1,,,Philadelphia United German-Hungarians,,,,,,,,
Football,,United States,,U.S. Open Cup,,1978,,,,,Maccabee Los Angeles,,2-0,,,Bridgeport Vasco da Gama,,,,,,,,
Football,,United States,,U.S. Open Cup,,1979,,,,,Brooklyn Dodgers S.C.,,2-1,,,Chicago Croatian,,,,,,,,
Football,,United States,,U.S. Open Cup,,1980,,,,,New York Pancyprian-Freedoms,,3-2,,,Maccabee Los Angeles,,,,,,,,
Football,,United States,,U.S. Open Cup,,1981,,,,,Maccabee Los Angeles,,5-1,,,Brooklyn Dodgers S.C.,,,,,,,,
Football,,United States,,U.S. Open Cup,,1982,,,,,New York Pancyprian-Freedoms,,4-3,,,Maccabee Los Angeles,,,,,,,,
Football,,United States,,U.S. Open Cup,,1983,,,,,New York Pancyprian-Freedoms,,4-3,,,St. Louis Kutis S.C.,,,,,,,,
Football,,United States,,U.S. Open Cup,,1984,,,,,New York AO Krete,,4-2,,,San Pedro Yugoslavs,,,,,,,,
Football,,United States,,U.S. Open Cup,,1985,,,,,Greek-American A.C.,,2-1,,,St. Louis Kutis S.C.,,,,,,,,
Football,,United States,,U.S. Open Cup,,1986,,,,,St. Louis Kutis S.C.,,1-0,,,San Pedro Yugoslavs,,,,,,,,
Football,,United States,,U.S. Open Cup,,1987,,,,,Club España,,0-0,,,Seattle Mitre Eagles,,,,,,,,
Football,,United States,,U.S. Open Cup,,1988,,,,,St. Louis Busch Seniors,,2-1,,,Greek-American A.C.,,,,,,,,
Football,,United States,,U.S. Open Cup,,1989,,,,,St. Petersburg Kickers,,2-1,,,Greek American AA,,,,,,,,
Football,,United States,,U.S. Open Cup,,1990,,,,,A.A.C. Eagles,,2-1,,,Brooklyn Italians,,,,,,,,
Football,,United States,,U.S. Open Cup,,1991,,,,,Brooklyn Italians,,1-0,,,Richardson Rockets,,,,,,,,
Football,,United States,,U.S. Open Cup,,1992,,,,,San Jose Oaks,,2-1,,,Bridgeport Vasco da Gama,,,,,,,,
Football,,United States,,U.S. Open Cup,,1993,,,,,C.D. Mexico,,5-0,,,Philadelphia United German-Hungarians,,,,,,,,
Football,,United States,,U.S. Open Cup,,1994,,,,,Greek-American A.C.,,3-0,,,Bavarian Leinenkugel,,,,,,,,
Football,,United States,,U.S. Open Cup,,1995,,,,,Richmond Kickers,,1-1,,,El Paso Patriots,,,,,,,,
Football,,United States,,U.S. Open Cup,,1996,,,,,D.C. United,,3-0,,,Rochester Rhinos,,,,,,,,
Football,,United States,,U.S. Open Cup,,1997,,,,,Dallas Burn,,0-0,,,D.C. United,,,,,,,,
Football,,United States,,U.S. Open Cup,,1998,,,,,Chicago Fire,,2-1,,,Columbus Crew,,,,,,,,
Football,,United States,,U.S. Open Cup,,1999,,,,,Rochester Rhinos,,2-0,,,Colorado Rapids,,,,,,,,
Football,,United States,,U.S. Open Cup,,2000,,,,,Chicago Fire,,2,,,1,,,,,,,,
Football,,United States,,U.S. Open Cup,,2001,,,,,Los Angeles Galaxy,,2-1,,,New England Revolution,,,,,,,,
Football,,United States,,U.S. Open Cup,,2002,,,,,Columbus Crew,,1-0,,,Los Angeles Galaxy,,,,,,,,
Football,,United States,,U.S. Open Cup,,2003,,,,,Chicago Fire,,1-0,,,MetroStars,,,,,,,,
Football,,United States,,U.S. Open Cup,,2004,,,,,Kansas City Wizards,,1-0,,,Chicago Fire,,,,,,,,
Football,,United States,,U.S. Open Cup,,2005,,,,,Los Angeles Galaxy,,1-0,,,FC Dallas,,,,,,,,
Football,,United States,,U.S. Open Cup,,2006,,,,,Chicago Fire,,3-1,,,Los Angeles Galaxy,,,,,,,,
Football,,United States,,U.S. Open Cup,,2007,,,,,New England Revolution,,3-2,,,FC Dallas,,,,,,,,
Football,,United States,,U.S. Open Cup,,2008,,,,,D.C. United,,2-1,,,Charleston Battery,,,,,,,,
Football,,United States,,U.S. Open Cup,,2009,,,,,Seattle Sounders FC,,2-1,,,D.C. United,,,,,,,,
Football,,United States,,U.S. Open Cup,,2010,,,,,Seattle Sounders FC,,2-1,,,Columbus Crew,,,,,,,,
Football,,United States,,U.S. Open Cup,,2011,,,,,Seattle Sounders FC,,2-0,,,Chicago Fire,,,,,,,,
Football,,United States,,U.S. Open Cup,,2012,,,,,Sporting Kansas City,,1-1,,,Seattle Sounders FC,,,,,,,,
Football,,United States,,U.S. Open Cup,,2013,,,,,D.C. United,,1-0,,,Real Salt Lake,,,,,,,,
Football,,United States,,U.S. Open Cup,,2014,,,,,Seattle Sounders FC,,3-1,,,Philadelphia Union,,,,,,,,
Football,,United States,,U.S. Open Cup,,2015,,,,,Sporting Kansas City,,1-1,,,Philadelphia Union,,,,,,,,
Football,,United States,,U.S. Open Cup,,2016,,,,,FC Dallas,,4-2,,,New England Revolution,,,,,,,,
Football,,United States,,U.S. Open Cup,,2017,,,,,Sporting Kansas City,,1-1,,,Philadelphia Union,,,,,,,,
Football,,United States,,U.S. Open Cup,,2018,,,,,Houston Dynamo,,3-0,,,Philadelphia Union,,,,,,,,
Football,,United States,,U.S. Open Cup,,2019,,,,,Atlanta United FC,,2-1,,,Minnesota United FC,,,,,,,,
Football,,United States,,U.S. Open Cup,,2022,,,,,Orlando City SC,,3-0,,,Sacramento Republic FC,,,,,,,,
Football,,,,UEFA Champions League,,1955-56,,Paris,,France,Real Madrid,Spain,4-3,,,Reims,France,,Parc des Princes,38239,,,,
